age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
55,F,76.8,68,5392,2667,strength,strength
70,F,57.7,69,6624,2350,pilates,pilates
56,M,66.7,76,8929,2880,strength,strength
67,F,62.4,76,7080,2778,pilates,pilates
64,M,55.0,79,6208,2500,pilates,pilates
56,M,79.7,66,9838,3273,strength,strength
66,F,75.5,67,9247,2692,yoga,yoga
48,F,80.2,73,6825,2266,strength,strength
64,F,50.9,67,4179,2547,yoga,yoga
65,M,79.6,69,5472,2456,yoga,yoga
66,F,56.4,50,7686,2581,strength,strength
57,M,66.3,60,13044,2838,hiit,hiit
70,M,77.2,75,6564,2515,strength,strength
46,F,75.6,52,9865,3113,strength,hiit
62,M,82.2,72,3892,2900,strength,strength
44,M,66.9,70,6774,2740,cycling,cycling
48,M,69.7,52,7061,3041,cycling,cycling
45,M,78.8,59,3220,2779,cardio,cycling
53,M,83.2,66,6615,2985,pilates,pilates
52,F,91.0,71,7681,2936,strength,strength
59,M,79.0,74,5774,3167,pilates,pilates
69,F,61.1,70,6663,2526,yoga,yoga
64,M,89.6,62,10143,3278,strength,strength
64,F,51.4,75,5262,2111,pilates,pilates
68,F,53.6,75,4836,2799,hiit,strength
49,F,70.0,67,7421,2810,pilates,pilates
57,F,45.0,69,7322,2738,cardio,cardio
49,M,91.6,69,11975,3303,cardio,cardio
55,M,93.2,62,6448,2852,yoga,yoga
60,M,69.2,64,6318,2829,cycling,cycling
57,F,75.3,66,10276,3070,strength,strength
64,F,58.0,74,6830,2701,pilates,pilates
56,F,46.3,67,8011,2495,pilates,pilates
59,F,54.1,66,5125,3019,pilates,pilates
50,M,81.5,69,9471,2968,hiit,strength
58,F,61.2,62,7137,3026,pilates,pilates
55,F,54.2,73,9668,2802,yoga,yoga
46,M,81.1,62,8743,3305,cycling,cycling
58,M,52.4,67,8573,3023,hiit,hiit
49,M,62.3,68,6359,2873,cycling,cycling
52,F,66.0,71,2918,2805,hiit,strength
54,M,45.0,71,5261,2502,strength,strength
68,F,61.5,83,8637,2853,hiit,strength
31,F,54.2,61,7099,2579,hiit,hiit
56,M,73.7,64,7429,3141,strength,strength
67,F,65.1,67,6035,3176,hiit,strength
55,M,80.1,71,4817,2344,hiit,strength
58,M,67.2,71,9366,2560,hiit,strength
46,F,73.4,66,6987,3027,strength,strength
55,F,68.7,63,7492,3083,cycling,cycling
66,M,101.4,76,4703,3098,pilates,pilates
64,F,81.0,54,9465,2961,strength,strength
53,F,70.1,80,10930,2657,hiit,strength
61,M,60.3,68,8872,2627,yoga,pilates
55,F,61.1,77,6621,2438,yoga,yoga
62,M,86.7,68,5406,2821,strength,strength
45,M,52.6,68,7203,2742,strength,strength
50,F,45.0,66,6281,2956,hiit,strength
52,M,77.6,57,6016,3230,strength,strength
62,M,75.7,64,12746,3500,hiit,hiit
63,M,86.7,78,7491,2833,yoga,yoga
67,M,89.4,65,3656,2592,pilates,yoga
54,M,85.2,67,8839,3500,hiit,hiit
55,F,80.7,64,6049,2611,strength,strength
52,F,57.7,71,6816,2737,strength,strength
61,F,61.1,70,10355,2721,pilates,pilates
50,F,59.3,72,6696,2598,pilates,pilates
59,F,66.4,57,14658,3103,cardio,cardio
56,M,76.6,60,7888,2848,pilates,pilates
60,F,80.2,65,5617,2735,pilates,pilates
46,F,57.4,71,5370,2794,cycling,cycling
55,F,80.8,69,7291,2562,strength,strength
47,F,45.0,60,7929,2490,strength,strength
52,F,53.5,65,7074,2795,strength,strength
