age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
24,M,59.7,61,8492,2908,cycling,cycling
27,F,92.7,61,6861,3431,cycling,cycling
27,M,50.3,57,11963,3463,cycling,cycling
41,F,71.0,60,13245,3258,cardio,cardio
36,F,95.7,64,3771,2508,yoga,yoga
33,F,68.1,65,5061,2870,yoga,yoga
18,M,63.3,56,7590,2360,cycling,cycling
28,F,48.0,57,5648,2676,cardio,cycling
30,F,58.9,54,6544,2664,cycling,cycling
22,M,63.8,58,10312,3500,hiit,hiit
39,M,56.0,53,6176,2623,yoga,yoga
21,M,73.8,57,7160,2729,cycling,cycling
18,M,50.3,73,3120,2544,yoga,yoga
31,M,79.2,63,10195,3166,cardio,cardio
31,F,55.0,62,5334,2752,hiit,strength
25,F,75.1,54,11348,3144,hiit,cardio
48,F,63.7,61,7304,3105,pilates,pilates
18,M,50.4,52,10846,2675,hiit,hiit
37,M,55.1,64,5972,2462,yoga,pilates
24,M,69.2,66,3840,2325,yoga,yoga
21,M,69.1,55,8557,2936,cycling,cycling
25,F,58.5,68,7226,2721,yoga,yoga
20,F,52.5,53,6881,3100,cycling,cycling
28,M,78.2,66,14771,3500,cardio,cardio
20,F,45.0,62,6784,2772,cycling,cycling
24,F,58.3,60,6495,2282,cycling,cycling
41,F,65.8,72,3422,2940,pilates,pilates
18,F,48.5,59,6754,3033,cycling,cycling
18,M,70.2,51,11153,2832,cycling,cycling
18,M,81.9,53,7600,3203,cycling,cycling
37,F,46.1,76,4014,2118,pilates,yoga
41,F,78.9,65,7309,2538,pilates,yoga
18,F,53.7,69,13679,2789,cardio,cardio
26,M,58.4,50,4381,2746,cycling,cycling
30,F,53.9,58,11921,3305,cycling,cycling
37,M,65.0,51,9221,3029,cardio,cycling
25,F,45.7,72,5152,2418,pilates,pilates
19,F,45.0,63,10418,2920,cycling,cycling
21,M,57.7,50,7153,2950,cardio,cycling
35,M,66.0,60,8174,2722,yoga,yoga
34,M,82.1,56,7013,2922,pilates,pilates
24,F,55.4,50,5880,2704,cardio,cycling
28,M,66.6,60,11231,3209,hiit,hiit
31,F,45.0,56,8752,2661,strength,strength
28,F,75.3,71,4974,2770,pilates,yoga
19,M,71.1,59,7947,3067,cardio,cardio
18,M,54.0,57,11568,2343,cardio,cardio
54,M,97.6,63,8106,3217,yoga,yoga
28,F,45.0,50,7816,3031,cycling,cycling
26,M,56.9,62,10178,2926,cycling,cycling
18,F,67.4,66,12231,2978,hiit,hiit
27,F,70.6,54,9071,2932,cycling,cycling
43,F,75.9,74,6843,2722,yoga,pilates
41,F,68.3,64,7820,2783,pilates,pilates
37,F,57.7,66,9074,2833,cycling,cycling
32,F,68.5,51,4820,2384,pilates,pilates
25,F,45.0,51,7476,2845,cycling,cycling
38,M,56.9,73,6790,2519,pilates,yoga
20,M,67.6,56,11072,2949,hiit,hiit
18,M,75.4,62,4246,2872,cycling,cycling
42,M,56.2,61,7417,2718,pilates,pilates
40,F,45.0,70,5534,2457,yoga,yoga
27,M,58.9,72,12820,2836,cardio,cardio
18,M,73.1,55,9241,2878,cycling,cycling
25,M,73.9,52,13393,3045,hiit,cardio
26,F,67.3,64,8817,3185,hiit,hiit
28,F,71.3,65,13127,3440,cardio,hiit
18,M,66.2,59,12481,2795,cardio,cardio
30,M,62.9,58,5501,2503,yoga,yoga
29,M,69.1,56,8738,2730,yoga,yoga
38,M,88.8,62,8119,2902,strength,strength
23,F,45.0,61,6988,2351,cycling,cycling
25,F,56.4,61,8325,2904,cardio,cardio
21,M,69.9,52,9318,2900,cardio,cycling
18,F,58.5,57,6192,2716,hiit,hiit
18,F,62.1,59,9362,3275,hiit,hiit
18,M,94.5,51,10411,3219,cardio,cardio
18,M,75.9,60,8035,3051,cardio,cycling
27,M,82.0,60,11196,3214,cardio,cardio
36,M,86.8,66,7213,2883,hiit,strength
36,M,69.6,54,7630,3153,cycling,cycling
39,F,74.1,79,5987,2785,yoga,yoga
25,F,45.0,50,13352,2939,hiit,cardio
29,F,53.4,50,7100,2110,strength,strength
18,M,65.5,59,9305,2984,cycling,cycling
40,M,67.3,77,7562,2760,cycling,cycling
25,M,71.6,60,3707,2498,yoga,yoga
30,M,53.8,57,9286,2734,cycling,cardio
19,F,60.9,59,11008,2830,cardio,cardio
18,F,47.1,57,11982,2926,hiit,cardio
49,F,53.7,75,8269,2696,pilates,pilates
36,M,68.4,63,5488,2872,strength,strength
33,F,63.4,64,7136,2819,cycling,cycling
42,M,98.1,69,5859,2828,pilates,pilates
18,F,46.4,56,8209,2627,hiit,hiit
32,M,65.8,60,4910,2989,strength,strength
18,M,84.8,54,9560,3211,cycling,cycling
29,F,72.6,70,8675,3041,cycling,cycling
27,F,75.0,50,7201,2631,cycling,cycling
40,M,85.9,65,6260,2950,strength,strength
36,F,46.2,59,12339,2968,cardio,cardio
35,M,61.7,56,9680,2904,cardio,cycling
33,F,74.7,65,14236,3500,strength,strength
39,F,79.5,55,7240,3219,cycling,cycling
23,M,55.4,63,7022,2675,cycling,cycling
18,F,62.8,50,13278,3298,cardio,cardio
40,F,82.9,65,7651,2679,pilates,pilates
28,F,57.0,67,7919,2608,cycling,cycling
57,M,82.8,65,6692,2794,yoga,yoga
28,M,66.7,70,5189,2313,yoga,yoga
31,M,81.2,74,5572,3180,yoga,yoga
18,F,72.1,64,9778,3134,cycling,cycling
18,M,72.7,50,9175,2973,hiit,hiit
18,M,87.8,60,8953,2754,cycling,cycling
18,F,45.0,50,5492,2221,cardio,cycling
34,M,74.2,67,6377,2877,yoga,yoga
26,M,62.6,60,2795,2599,cardio,cycling
21,F,47.0,59,3997,2560,cycling,cycling
28,M,53.5,66,4669,2506,yoga,yoga
22,M,72.5,58,13736,2803,cardio,cardio
41,F,68.7,65,6300,2939,yoga,yoga
41,M,87.2,74,8231,3133,cardio,cardio
18,F,61.7,61,3700,2745,cycling,cycling
44,M,67.0,57,6868,2457,yoga,yoga
32,M,67.7,56,9248,3195,cardio,cycling
23,F,56.7,58,12975,2856,cardio,cardio
22,F,45.0,56,14160,2698,cardio,cardio
34,M,73.7,60,6342,2515,yoga,yoga
27,F,46.0,53,8047,2543,cycling,cycling
31,F,49.3,62,3958,2269,yoga,yoga
30,F,49.4,58,9158,2559,cycling,cycling
40,M,76.8,58,9394,2702,yoga,yoga
37,F,45.0,62,7518,1953,yoga,yoga
33,M,76.0,69,11928,2941,cycling,cycling
35,F,54.7,62,7662,2786,strength,strength
36,F,62.8,61,8388,2961,pilates,yoga
38,M,60.7,66,11529,2957,cycling,cycling
26,F,45.0,72,9067,2731,pilates,pilates
43,F,77.3,56,10119,2732,cardio,cardio
37,F,57.5,59,9485,2701,cycling,cycling
26,M,62.4,60,7705,2655,strength,strength
27,M,63.0,73,8557,2525,yoga,yoga
18,M,70.5,50,11088,3063,strength,hiit
23,F,59.2,54,7689,2745,cardio,cycling
31,F,70.4,65,8959,2881,cardio,cardio
36,F,61.9,55,9792,2631,pilates,pilates
