age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
65,F,62.8,69,5396,2671,cycling,cycling
62,M,80.0,68,13790,3500,cardio,cardio
59,F,46.7,74,13877,3224,hiit,hiit
65,F,45.0,68,4828,2432,yoga,yoga
55,M,80.8,68,10880,3159,cardio,cardio
67,F,63.6,73,6984,2614,yoga,yoga
70,M,81.1,77,7665,3217,hiit,hiit
63,M,78.8,70,7174,3088,cardio,cycling
60,M,57.0,61,9904,2407,hiit,hiit
70,F,45.0,66,7814,2971,hiit,hiit
67,F,89.7,70,11817,3231,cardio,cardio
68,F,71.2,72,14631,3153,cardio,cardio
68,F,49.3,65,13712,2738,cardio,cardio
70,M,86.4,79,5239,2671,yoga,yoga
70,M,58.1,73,9304,2907,hiit,hiit
55,F,73.9,74,7404,2515,yoga,yoga
65,M,60.5,63,9763,2711,hiit,cardio
62,M,76.7,65,9856,3272,cardio,cardio
64,M,83.0,55,13530,3246,cycling,cardio
57,F,45.0,67,13661,2938,cardio,cardio
55,M,70.4,62,9231,3213,hiit,hiit
69,M,86.9,60,11311,3324,hiit,cardio
70,M,87.2,80,6638,2635,yoga,yoga
52,M,67.8,60,8727,3196,hiit,hiit
70,M,53.3,79,8989,2791,strength,strength
61,F,63.5,56,11052,3143,hiit,hiit
62,M,69.0,63,10669,2873,strength,hiit
63,F,82.1,71,10680,3258,cardio,cardio
70,M,66.8,67,7397,2858,cycling,cycling
63,F,78.3,61,10094,3059,hiit,hiit
63,F,81.9,74,8449,2827,yoga,yoga
65,M,81.3,64,6531,2796,cycling,cycling
54,M,73.4,58,9812,2668,cardio,cardio
62,M,77.5,71,12510,3185,cardio,cardio
70,F,70.1,75,7233,2490,pilates,pilates
61,M,62.5,54,6264,3080,cardio,cycling
69,F,85.5,59,13682,3035,cardio,cardio
70,M,63.6,80,7021,2591,pilates,pilates
61,M,69.0,73,8332,2874,cycling,cycling
55,F,70.6,74,10314,3181,cycling,cycling
50,F,65.4,60,7801,3060,strength,hiit
70,F,50.2,57,3331,2456,yoga,yoga
70,F,64.7,80,5729,2399,pilates,pilates
69,F,57.1,63,7152,3134,cycling,cycling
69,F,59.8,62,10888,2905,cycling,cycling
70,M,84.0,67,6908,2876,strength,strength
70,F,71.1,66,9596,3286,cycling,cycling
56,F,64.9,66,8549,2682,cycling,cycling
56,F,76.1,71,12231,3410,hiit,cardio
54,F,53.3,69,9892,2632,hiit,hiit
59,M,65.2,61,6912,3133,strength,hiit
57,M,66.9,59,9835,3272,hiit,hiit
70,F,54.9,74,12187,3097,cardio,cardio
70,F,79.7,68,10965,3205,strength,hiit
61,M,60.6,66,7590,2916,hiit,hiit
64,M,89.2,73,5067,2415,pilates,yoga
70,F,63.2,73,14177,3127,cardio,cardio
65,F,87.5,75,7986,2677,yoga,yoga
56,M,90.9,66,6751,2788,cycling,cycling
70,M,66.5,68,7690,2765,cycling,cycling
66,F,79.6,65,6160,2661,pilates,pilates
55,M,47.5,59,11535,2902,hiit,hiit
64,F,57.1,66,14968,3154,cardio,cardio
65,F,61.3,74,8748,2655,cardio,cardio
70,F,53.3,71,7680,2510,pilates,pilates
52,M,70.0,54,12793,2999,cardio,cardio
70,M,61.6,85,7627,2643,pilates,pilates
54,M,82.4,61,7332,3220,strength,strength
69,M,79.1,73,8385,2975,hiit,hiit
65,M,91.0,72,9324,3169,cardio,cardio
63,F,74.3,51,12784,3192,cardio,cardio
64,M,68.5,66,4407,2703,pilates,yoga
66,M,82.3,71,7917,2814,cycling,cycling
68,F,67.9,71,13875,2976,cardio,cardio
63,M,77.1,66,9094,3318,cardio,hiit
58,F,62.7,60,9218,3131,cardio,cardio
46,M,75.2,54,9014,2943,cardio,hiit
70,F,65.6,77,6618,2697,strength,strength
64,M,60.2,65,15000,3011,cardio,cardio
66,M,99.7,78,5733,3258,yoga,yoga
70,M,86.1,77,5480,2751,pilates,pilates
56,M,76.2,53,10654,3198,hiit,hiit
70,F,74.3,57,9468,3362,cycling,cycling
69,F,49.5,74,6912,2648,cycling,cycling
70,M,87.3,68,6428,2806,yoga,yoga
69,F,73.7,65,10201,2817,cycling,cycling
