age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
26,M,58.0,66,5247,2897,cycling,cycling
20,F,61.6,63,6981,2601,hiit,strength
23,F,58.3,62,9910,2941,cycling,cardio
18,M,72.7,71,10343,3170,cycling,cycling
25,M,64.3,60,13558,3303,cardio,cardio
32,F,56.5,62,11799,3350,cycling,cardio
31,M,76.5,69,7990,3120,cycling,cycling
36,M,95.2,63,7920,3011,strength,strength
26,F,45.0,59,9915,2813,hiit,hiit
23,F,69.0,64,8924,2929,cycling,cycling
43,M,66.5,75,5145,2272,strength,strength
18,M,69.9,54,5394,2633,strength,strength
18,M,65.1,50,5549,2574,strength,strength
18,F,73.4,66,9304,3111,hiit,hiit
41,M,72.8,70,7107,2610,yoga,yoga
20,M,62.1,62,7399,3246,cycling,cycling
33,F,63.6,59,5829,2913,cycling,cycling
24,F,72.0,66,5347,2682,yoga,yoga
44,F,52.9,70,2853,2383,yoga,yoga
38,F,67.2,67,9731,2828,strength,strength
36,F,55.4,61,7430,2675,cycling,cycling
38,M,76.3,70,7594,2580,strength,strength
30,F,69.9,66,8588,3312,cycling,cycling
27,M,73.0,63,11506,2830,strength,strength
33,F,85.0,64,6310,3011,cycling,cycling
26,F,73.7,76,3724,3319,cardio,cycling
28,M,92.4,50,8866,3266,cycling,cycling
35,F,72.9,58,5471,2805,cycling,cycling
21,F,56.2,65,8156,2773,cycling,cycling
23,F,62.9,60,6296,2756,cycling,cycling
25,F,57.6,72,5834,2523,cardio,hiit
33,M,70.2,66,3227,2843,strength,strength
29,F,45.9,64,9132,2644,strength,strength
18,M,64.1,58,3731,3086,strength,strength
34,F,58.0,66,6125,2494,strength,strength
18,F,47.7,52,9711,2780,strength,hiit
23,F,50.8,55,10869,2933,hiit,hiit
30,F,48.2,61,12804,2635,cycling,cardio
37,F,67.5,57,8086,3239,strength,strength
18,F,58.1,55,10736,2925,hiit,hiit
18,M,63.1,58,8948,3046,strength,hiit
42,M,85.1,70,6336,2818,yoga,yoga
37,M,65.1,67,8310,3053,cycling,cycling
26,F,69.9,60,7600,3225,cycling,cycling
19,F,45.0,61,7392,2836,cycling,cycling
31,M,72.2,72,8041,2593,pilates,pilates
18,F,61.2,71,10936,3155,hiit,hiit
18,M,61.3,58,8166,3208,cycling,cycling
49,M,59.1,66,7382,2738,yoga,yoga
34,F,67.7,64,9978,3067,cycling,cycling
38,M,74.7,63,6223,2729,strength,strength
31,M,58.8,61,6873,2708,cycling,cycling
