age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
61,M,72.1,55,7855,2903,strength,strength
62,M,70.1,68,9534,2963,strength,strength
53,F,49.5,61,8154,2998,strength,strength
59,F,69.6,67,10445,3139,strength,hiit
59,M,90.5,70,3603,2850,cycling,cycling
54,F,60.7,61,6986,2725,strength,strength
56,F,60.7,50,12466,2872,hiit,hiit
67,M,73.7,85,7815,2592,pilates,pilates
60,F,54.1,66,9864,2458,strength,strength
36,F,70.8,58,3756,2723,cycling,cycling
64,F,64.0,64,5498,2426,strength,strength
61,M,82.3,63,2000,2399,yoga,yoga
61,M,73.8,62,9168,3087,strength,hiit
52,F,79.5,65,13024,3178,hiit,hiit
60,F,61.5,72,9491,2904,cycling,cycling
46,M,75.1,61,9707,2798,pilates,pilates
53,M,83.6,56,10513,2719,yoga,pilates
53,M,67.1,81,8486,3073,strength,strength
63,F,77.9,76,6329,2907,strength,strength
50,M,72.9,64,11029,3237,hiit,hiit
50,M,93.2,71,12589,3102,cardio,cardio
40,F,64.4,55,11559,3277,hiit,hiit
52,F,87.2,67,10147,3407,cardio,hiit
55,F,45.0,68,7852,2282,pilates,pilates
62,M,77.4,70,8002,2837,strength,strength
36,F,71.8,58,9268,3100,pilates,pilates
65,F,55.1,81,4985,2937,pilates,pilates
55,F,71.9,72,11333,3426,cardio,cardio
61,F,78.8,68,8670,3194,strength,strength
70,F,57.9,71,3563,2643,pilates,yoga
43,M,76.5,64,10141,3200,hiit,hiit
64,F,60.0,71,6077,2790,pilates,pilates
54,M,91.9,67,9818,3304,strength,strength
45,M,56.4,56,6215,2677,hiit,hiit
65,F,45.0,66,6767,2532,pilates,pilates
65,M,76.6,70,11180,2878,cardio,cardio
66,F,69.5,80,3790,2746,pilates,pilates
51,M,66.5,72,8535,2801,pilates,pilates
54,F,56.4,74,9259,2699,cardio,cardio
48,M,79.1,57,7565,3020,hiit,hiit
28,F,55.6,71,14146,3164,cardio,cardio
55,M,45.0,72,4428,2443,pilates,pilates
44,M,99.3,57,4929,2813,hiit,strength
36,M,51.9,60,9240,3090,cycling,cycling
57,M,71.1,65,5719,2852,yoga,yoga
61,M,83.6,69,4195,2760,pilates,pilates
55,M,55.9,66,10242,2716,cardio,hiit
48,F,67.4,80,9312,3131,cardio,hiit
50,M,75.9,69,11115,3191,cardio,cardio
58,F,67.3,62,8610,2273,pilates,pilates
47,F,58.8,60,11981,3081,cardio,cardio
56,M,73.7,59,7039,2717,pilates,pilates
56,F,71.6,71,7720,2786,cycling,cycling
45,M,69.2,65,11195,3204,hiit,hiit
58,F,78.0,74,5447,2832,hiit,strength
66,M,56.0,76,7617,2493,pilates,pilates
47,F,59.9,66,12963,2865,hiit,hiit
52,M,79.0,64,10595,2713,strength,strength
44,F,82.8,51,8162,2743,hiit,hiit
44,M,62.4,51,8139,3009,hiit,hiit
58,F,75.8,66,9863,3210,cardio,cardio
46,M,65.3,52,6529,3373,cardio,cycling
37,F,46.0,55,13666,2724,cardio,cardio
68,M,66.4,66,4677,2417,pilates,pilates
54,F,59.9,78,4524,2753,hiit,strength
66,M,58.4,73,7962,2584,pilates,pilates
56,M,82.7,75,7791,2603,pilates,pilates
60,F,86.8,77,6146,2919,strength,strength
63,F,75.4,59,11094,2971,hiit,hiit
41,M,75.5,59,13406,3489,hiit,hiit
37,M,70.8,68,12144,3228,cardio,cardio
60,M,70.0,59,7659,2944,cycling,cycling
43,M,71.8,58,15000,3220,hiit,hiit
70,M,73.5,65,8400,2514,pilates,pilates
69,F,77.1,75,5855,2737,yoga,pilates
37,M,65.5,61,13655,3170,cardio,cardio
43,M,45.0,63,5966,2718,strength,strength
60,F,57.5,78,7407,2634,pilates,pilates
53,M,90.7,68,8046,3296,cardio,cycling
52,F,65.3,76,2695,2658,yoga,yoga
66,M,98.4,79,7752,3477,cycling,cycling
43,M,82.8,54,10645,3337,hiit,hiit
44,F,59.9,60,10946,3285,hiit,hiit
