age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
56,M,65.8,57,12741,3131,cycling,cardio
40,F,64.5,65,10067,3188,cardio,cycling
53,F,64.7,74,8717,2878,pilates,pilates
52,F,65.0,70,3319,2373,strength,strength
46,M,69.7,64,8397,2808,strength,strength
35,M,88.0,76,8361,3352,cycling,cycling
50,M,89.3,62,9309,3002,cycling,cycling
43,F,64.4,67,4365,2549,strength,strength
39,F,64.1,55,2457,2415,yoga,yoga
24,F,49.5,53,9605,2822,cycling,cycling
40,M,83.6,60,10385,3354,cardio,cycling
46,M,55.9,63,6531,2726,hiit,strength
43,M,78.1,63,4162,2440,strength,strength
44,M,76.7,72,6153,3054,pilates,pilates
21,F,45.0,55,9152,2698,hiit,hiit
39,F,84.9,51,11678,3360,cardio,cardio
26,F,51.2,56,14692,2922,hiit,cardio
26,M,78.0,58,8316,3289,hiit,hiit
45,M,73.1,71,4792,2843,pilates,pilates
55,F,48.3,74,7647,2615,pilates,yoga
42,M,45.0,67,6906,2691,cycling,cycling
32,M,52.5,64,8531,2932,cycling,cycling
42,M,84.4,66,7177,2485,yoga,yoga
26,F,45.0,50,13681,3128,hiit,hiit
34,M,47.6,53,5811,2522,cycling,cycling
31,M,45.0,62,6531,2773,cycling,cycling
52,M,65.3,68,3815,2483,yoga,yoga
36,F,70.4,75,5787,2494,yoga,pilates
44,M,72.2,62,8708,2977,cycling,cycling
34,M,78.3,61,12268,3083,hiit,strength
48,M,74.3,66,7199,3044,cycling,cycling
42,M,64.9,56,8771,2573,cardio,cycling
32,F,78.0,70,15000,3053,cardio,cardio
36,F,69.6,54,8827,2900,strength,strength
51,M,70.0,50,5579,2472,yoga,yoga
49,F,87.0,71,5601,2742,pilates,pilates
47,F,58.5,73,10714,2738,strength,strength
40,F,57.7,64,9446,2968,cardio,hiit
51,M,67.1,79,7568,2811,yoga,yoga
48,F,76.0,71,5976,3141,hiit,hiit
40,M,53.3,63,6566,2470,cardio,cycling
48,M,63.3,65,6860,2393,yoga,yoga
30,F,45.0,54,9423,2608,hiit,hiit
62,F,62.8,66,6252,2536,yoga,yoga
49,M,65.6,65,4133,2589,hiit,strength
44,M,85.7,69,6298,3162,cycling,cycling
38,M,45.0,56,12726,2877,cycling,cardio
43,F,78.8,58,8430,3189,cycling,cycling
53,F,71.9,68,4508,2552,pilates,pilates
30,F,79.8,62,11635,3024,strength,strength
45,M,69.0,66,5536,2679,strength,strength
32,M,54.9,55,10220,2971,cardio,cardio
38,F,67.5,62,5236,3051,cycling,cycling
24,M,59.6,59,8910,2947,cycling,cycling
31,M,59.0,51,6719,3113,cardio,cycling
43,F,55.9,57,10754,2836,cardio,cardio
44,M,71.7,70,8779,3042,cycling,cycling
54,M,52.5,62,6464,2861,yoga,yoga
44,F,59.1,58,8293,2724,cardio,cycling
47,M,98.3,50,4707,3288,yoga,yoga
36,F,64.2,66,7733,2987,strength,strength
28,M,68.2,67,11975,3220,strength,hiit
42,M,57.0,75,5797,2291,yoga,yoga
47,F,79.1,66,4291,2589,strength,strength
57,F,45.0,70,4974,2468,pilates,yoga
45,M,70.9,66,5264,2417,yoga,pilates
35,M,64.6,63,8868,2826,hiit,hiit
42,M,61.3,63,6789,2233,yoga,yoga
38,M,70.6,73,7698,2984,strength,strength
53,M,65.1,61,8893,2664,yoga,yoga
35,F,75.6,61,9519,3158,hiit,hiit
44,F,74.3,65,8405,2830,strength,strength
39,M,75.9,59,7829,2842,cycling,cycling
33,F,72.7,61,5558,2813,cycling,cycling
29,F,49.0,64,9465,2673,strength,strength
24,F,70.9,50,11822,3124,hiit,hiit
43,F,60.3,69,5520,2681,strength,strength
39,M,80.5,64,7487,2896,strength,strength
43,M,63.5,64,4583,2464,pilates,pilates
46,F,72.5,68,4770,2956,pilates,pilates
