age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
59,F,73.6,62,6061,2637,strength,strength
59,F,70.3,73,7601,3081,cardio,hiit
70,F,59.3,65,11629,2304,yoga,pilates
70,F,84.8,77,6956,2605,strength,strength
62,M,111.1,68,11997,3433,strength,strength
70,M,72.2,60,12483,3248,hiit,hiit
69,F,64.8,67,9791,2543,hiit,hiit
56,M,69.7,69,7606,3076,cardio,hiit
65,M,81.4,58,10038,2994,cycling,cycling
64,M,70.3,63,5544,2972,strength,strength
59,M,80.9,54,9207,3500,strength,hiit
70,F,57.2,77,6240,2848,pilates,pilates
70,M,73.7,80,7652,2679,pilates,pilates
69,M,87.4,68,10740,3133,cycling,cycling
70,F,70.4,58,10008,2780,cycling,cycling
61,F,57.6,69,12072,2720,hiit,cardio
70,F,53.1,64,13762,3106,cardio,cardio
57,F,74.1,66,6810,3057,strength,hiit
64,F,52.2,59,12010,3031,strength,hiit
58,M,69.4,72,4885,2743,cycling,cycling
53,M,74.0,70,9610,3205,cardio,hiit
70,M,70.4,84,12316,3189,hiit,hiit
65,F,65.2,76,8365,3335,pilates,pilates
61,M,65.7,72,9099,2904,hiit,hiit
57,M,75.9,63,6675,2392,strength,strength
45,F,47.7,50,8591,2729,strength,hiit
63,F,56.1,74,6428,2671,strength,strength
59,F,66.2,62,9903,2798,cardio,cardio
66,F,63.3,70,8051,2987,cycling,cycling
66,F,60.7,50,7794,2716,hiit,hiit
52,M,55.1,61,4520,2775,strength,strength
70,F,59.9,70,8359,2742,cycling,cycling
64,F,63.3,75,5572,2757,pilates,pilates
65,F,70.5,74,8662,3140,strength,strength
69,M,107.2,66,7038,3324,hiit,strength
70,F,82.2,66,4528,2928,strength,strength
69,M,84.9,76,6309,3018,strength,strength
64,F,45.0,62,8012,2453,strength,strength
65,M,80.3,69,11855,3432,hiit,hiit
69,M,98.9,78,6811,2983,pilates,pilates
64,F,83.9,73,8166,2798,strength,strength
54,M,64.8,70,6365,3024,cardio,cycling
55,F,90.9,69,8438,2838,strength,strength
70,M,59.4,64,11079,2929,cycling,cycling
68,F,45.0,77,8379,2720,cardio,cycling
70,M,83.8,70,7555,2707,yoga,pilates
70,F,70.4,80,2869,2845,strength,strength
61,M,94.1,68,9633,3368,cycling,cycling
70,F,74.2,70,7017,2701,pilates,pilates
50,M,66.2,73,11428,2982,hiit,hiit
70,M,84.5,67,8164,2899,pilates,pilates
62,M,70.2,66,9366,3500,hiit,hiit
64,F,63.3,59,14258,2761,cardio,cardio
70,F,49.5,78,6326,2572,yoga,pilates
56,F,57.0,68,10238,2922,cardio,hiit
70,F,75.7,58,9069,3394,hiit,hiit
70,M,88.4,69,11344,3163,cardio,cardio
59,M,73.5,64,9474,2983,hiit,hiit
58,M,73.6,65,12302,3266,hiit,hiit
64,M,82.6,61,7392,2704,pilates,pilates
62,F,59.5,59,7666,2701,cardio,hiit
70,F,61.9,74,5389,2779,strength,strength
52,F,58.5,75,5840,2599,yoga,yoga
60,F,81.2,63,12732,3193,cardio,cardio
38,F,70.1,64,13374,3500,hiit,hiit
65,F,45.0,70,7274,2887,pilates,pilates
70,M,71.2,67,3088,2848,strength,strength
53,F,74.0,70,9893,2674,pilates,pilates
51,F,51.7,69,11510,3060,hiit,hiit
62,M,66.1,67,9696,2853,cycling,cycling
47,F,82.4,67,10442,3196,hiit,hiit
70,M,82.1,72,6047,2758,strength,strength
69,F,85.6,70,6551,3073,strength,strength
49,M,61.6,58,8207,2999,hiit,hiit
70,M,82.6,76,4485,2981,strength,strength
51,F,47.8,62,8201,2891,strength,strength
65,M,71.0,63,9435,3208,hiit,hiit
70,M,80.1,72,7568,2673,pilates,pilates
70,F,75.2,64,6559,3126,hiit,strength
60,F,75.6,58,6537,2499,strength,strength
61,M,74.6,64,6439,3100,strength,hiit
64,M,58.5,61,8065,2822,cycling,cycling
