age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
70,M,91.0,70,7193,2894,yoga,pilates
54,M,75.3,67,6695,3264,hiit,hiit
70,M,83.0,79,5799,2429,yoga,yoga
58,M,66.6,62,8538,3211,cardio,hiit
70,M,66.0,74,5492,2327,yoga,yoga
70,M,90.4,68,6465,3310,yoga,yoga
53,F,69.4,61,5884,3054,cycling,cycling
65,M,79.0,76,4660,2563,pilates,yoga
70,F,60.1,64,6888,2838,pilates,pilates
57,F,68.9,67,8405,3054,cycling,cycling
59,F,76.5,73,14655,3081,cardio,cardio
70,F,54.5,83,8329,2982,pilates,pilates
57,F,79.6,63,13374,3500,hiit,hiit
70,F,76.2,79,7064,2641,strength,strength
56,M,93.1,69,12947,3500,cardio,cardio
52,F,77.0,66,5125,2846,pilates,pilates
64,M,70.4,72,7599,3236,cycling,cycling
59,M,70.5,67,11164,3285,cardio,hiit
70,M,68.3,72,9009,2622,yoga,pilates
66,F,70.3,64,13884,3354,hiit,hiit
66,F,55.8,64,9714,2662,hiit,hiit
70,F,88.5,62,10024,3220,strength,strength
70,M,66.2,72,4429,2664,yoga,yoga
70,F,66.0,79,8480,2937,pilates,yoga
70,M,100.5,85,6067,3360,pilates,pilates
69,F,67.0,73,6010,2751,pilates,pilates
70,M,97.1,65,8223,3340,cycling,cycling
70,M,73.4,69,7701,2783,strength,strength
60,M,72.7,67,4945,2851,pilates,yoga
61,F,66.8,60,8118,2996,hiit,hiit
70,F,78.0,66,6868,2636,pilates,yoga
70,M,67.4,70,12857,3323,cardio,cardio
56,F,70.4,68,11181,3039,hiit,hiit
63,F,50.8,76,3800,2938,strength,strength
67,F,53.4,66,6907,2491,cycling,cycling
70,M,73.8,75,6035,2759,cycling,cycling
55,F,69.7,50,14996,3307,hiit,hiit
70,F,63.9,90,7241,2505,pilates,pilates
69,F,66.5,58,15000,2984,cardio,cardio
66,F,62.8,77,8558,2658,strength,strength
69,F,72.4,68,3979,2426,strength,strength
69,F,79.5,69,7286,2889,hiit,hiit
70,F,68.7,61,7380,2751,strength,strength
68,M,63.0,72,7926,2957,cycling,cycling
64,F,54.5,64,8210,3347,hiit,hiit
62,F,55.6,62,3688,2663,yoga,yoga
70,M,73.2,87,4965,2383,pilates,pilates
70,M,69.2,84,2048,2404,yoga,yoga
64,F,70.8,72,15000,3196,cardio,cardio
70,M,60.7,67,9440,2961,hiit,strength
70,M,77.7,64,6734,2606,strength,strength
70,F,59.8,69,2697,2283,yoga,yoga
70,F,58.8,81,6551,2885,yoga,yoga
70,F,64.5,74,6773,2706,yoga,yoga
70,F,85.9,75,7200,2945,yoga,yoga
39,M,83.2,55,14314,3335,hiit,hiit
68,F,93.3,80,8373,2720,yoga,yoga
65,F,58.6,63,4347,2584,strength,strength
69,M,69.3,61,10472,2899,cardio,cardio
61,M,75.4,64,7427,3228,hiit,hiit
70,F,85.8,64,6324,2705,yoga,yoga
61,F,77.2,63,10642,3201,strength,strength
58,F,60.2,66,11260,3307,cycling,cardio
58,F,53.7,70,7695,2424,strength,strength
70,F,52.5,70,10885,2614,cardio,cardio
49,M,76.5,62,9202,2807,hiit,hiit
70,F,45.0,62,7089,2456,strength,strength
66,F,70.8,74,12341,2887,cardio,cardio
55,M,83.8,69,11879,3189,hiit,hiit
70,F,76.0,73,2221,2694,yoga,yoga
70,F,101.1,66,9188,3009,pilates,pilates
55,F,50.4,64,7539,2398,cycling,cycling
70,M,87.4,62,9008,2747,pilates,pilates
62,M,72.8,78,8334,2697,pilates,pilates
56,M,71.4,66,9249,2943,strength,strength
61,F,67.8,57,9050,3133,cardio,cardio
70,F,62.5,60,9584,3248,cycling,cycling
63,M,84.8,62,11397,3071,cycling,cycling
70,M,76.2,73,6835,2673,pilates,pilates
70,M,84.2,68,7530,2840,strength,strength
67,F,65.5,70,8327,2560,cardio,cardio
48,F,62.2,66,13893,2977,cardio,cardio
70,F,84.5,69,7852,3135,strength,strength
67,F,60.9,68,6891,2842,strength,strength
70,M,55.2,62,8981,2973,cycling,cycling
65,M,76.7,61,13078,3131,cardio,cardio
70,M,72.9,68,6901,2754,cycling,cycling
62,F,47.6,65,15000,2743,cardio,cardio
70,M,80.0,66,5319,2758,cycling,cycling
70,F,76.3,69,10692,2932,strength,strength
70,F,72.9,65,9106,3428,cardio,hiit
70,M,92.9,77,6234,3134,pilates,pilates
70,M,91.7,67,8990,2907,yoga,yoga
68,M,97.9,64,8083,2988,yoga,yoga
62,F,66.6,68,8413,2450,yoga,yoga
63,M,69.5,66,7224,3001,strength,strength
48,F,64.4,68,9915,2898,hiit,hiit
69,F,83.0,78,13326,3500,cardio,cardio
60,F,45.0,61,10223,2856,hiit,hiit
70,M,73.4,71,13198,3154,hiit,cardio
69,F,69.9,63,8808,3134,hiit,hiit
46,F,50.9,61,9215,3266,hiit,hiit
70,F,76.4,77,9344,2787,yoga,yoga
