age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
55,M,92.5,65,8465,3500,yoga,pilates
30,M,71.4,67,9803,2951,cardio,cardio
27,F,69.8,58,8647,2899,yoga,pilates
34,M,74.1,67,3249,2438,yoga,yoga
19,F,72.9,52,11991,3169,hiit,hiit
33,F,68.1,63,3792,2600,cycling,cycling
18,F,63.6,50,6790,2679,strength,hiit
24,F,68.2,55,7486,3232,cardio,cycling
18,F,74.5,53,12057,3048,cycling,cycling
25,M,76.0,53,7738,2921,cycling,cycling
24,F,58.8,63,5955,2669,cycling,cycling
29,M,66.7,53,7508,2688,strength,strength
35,F,47.5,71,5571,2293,pilates,pilates
29,F,52.1,64,7885,2953,cycling,cycling
34,F,45.0,56,10024,2624,strength,strength
24,F,61.7,54,8515,2894,strength,strength
29,M,79.6,60,8274,3107,cycling,cycling
18,M,54.2,53,8709,2621,cycling,cycling
28,M,70.3,61,9394,3134,pilates,pilates
18,M,92.0,50,12706,3491,hiit,hiit
25,F,66.8,60,7210,2876,hiit,hiit
21,F,45.0,60,8461,2911,cycling,cycling
34,F,45.0,69,6181,2089,pilates,pilates
21,F,67.8,50,8925,2568,hiit,hiit
21,M,65.8,60,10798,2969,cardio,cardio
28,F,78.6,58,7330,2578,cycling,cycling
18,F,66.8,54,10920,3338,hiit,hiit
32,F,55.6,67,5983,2574,yoga,yoga
36,F,62.9,67,6302,2707,hiit,strength
21,F,45.0,53,8964,2740,cycling,cycling
26,F,55.7,59,8586,2928,cycling,cycling
44,M,75.5,68,3215,2762,pilates,yoga
28,F,63.2,63,6663,2408,yoga,pilates
40,M,93.1,68,10749,3291,cycling,cardio
18,M,52.6,61,9409,2872,cycling,cycling
33,M,58.2,61,5745,2769,yoga,yoga
18,F,50.9,62,8187,2600,cardio,cycling
29,M,82.9,56,8127,2955,hiit,hiit
18,F,45.0,68,10875,3133,hiit,strength
27,M,68.1,57,4152,3015,cardio,cycling
28,M,66.6,54,9905,3347,strength,strength
20,M,78.3,58,7266,2977,cardio,cycling
29,M,75.9,60,13270,3151,cardio,cardio
18,F,61.6,70,14044,3118,cardio,cardio
25,F,76.7,56,10919,2880,pilates,pilates
26,F,49.6,63,8996,2817,cycling,cycling
45,F,57.6,66,8482,3198,cycling,cycling
18,M,93.3,64,3962,3119,pilates,pilates
35,F,51.1,71,9412,2995,cycling,cycling
21,M,76.5,66,8485,3052,cycling,cycling
18,F,59.1,54,7393,2938,cycling,cycling
20,F,61.0,52,10792,2616,cardio,cardio
33,M,59.5,60,2921,2658,yoga,yoga
31,M,67.1,57,5363,2779,cycling,cycling
38,M,61.8,64,7758,2722,strength,strength
20,F,74.1,52,8710,2917,cardio,hiit
38,M,80.7,60,9017,2801,cycling,cycling
38,F,69.0,62,7507,2877,yoga,yoga
26,F,53.6,56,6777,2636,cycling,cycling
28,F,66.7,60,10863,3073,cardio,cardio
36,F,48.0,62,3715,2268,pilates,pilates
28,F,67.5,62,5083,3195,cycling,cycling
39,F,46.9,68,7631,2653,pilates,pilates
18,M,63.1,59,7221,2788,cycling,cycling
32,F,46.4,68,4293,2703,strength,strength
26,M,71.1,54,8951,2908,cycling,cycling
18,M,49.6,64,14294,2912,hiit,hiit
38,M,76.6,71,6940,3118,pilates,pilates
50,F,64.3,64,7977,2938,yoga,yoga
18,F,64.7,52,8184,2938,cardio,hiit
57,M,51.2,74,6815,2592,pilates,pilates
28,M,46.0,51,9444,2791,cycling,cycling
58,F,51.1,67,7139,2544,yoga,yoga
