age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
29,F,65.7,55,12749,3112,hiit,hiit
43,M,53.0,68,13061,2945,cardio,cardio
35,F,50.1,60,6768,2864,strength,strength
42,M,66.3,58,7547,2563,yoga,yoga
29,M,63.9,60,11713,3293,hiit,hiit
36,F,48.8,57,9449,2865,cardio,hiit
44,M,71.7,71,7476,3132,pilates,pilates
36,M,57.7,66,7592,2695,strength,strength
32,M,73.4,57,12039,3114,hiit,hiit
47,M,90.3,69,5616,2568,yoga,yoga
38,M,48.0,57,9511,3136,hiit,hiit
44,F,66.7,60,10118,2966,cardio,hiit
41,M,78.9,66,10106,3249,hiit,hiit
47,F,45.0,68,13537,3193,cardio,cardio
40,M,59.9,68,3458,2426,yoga,yoga
46,F,64.8,60,12557,3373,hiit,hiit
18,F,50.3,57,7780,2687,strength,strength
45,F,59.1,51,6346,2920,hiit,strength
41,F,56.1,60,4059,2633,strength,strength
48,F,76.6,69,5543,3039,strength,strength
36,M,76.6,67,4291,2446,yoga,yoga
43,F,64.5,67,6541,3052,strength,strength
57,M,50.4,71,10942,2880,strength,strength
30,F,70.1,50,12556,3222,hiit,hiit
24,M,67.8,59,9005,2820,hiit,hiit
31,M,73.6,63,12804,3104,hiit,hiit
33,F,45.0,76,10197,2707,strength,strength
46,M,81.0,55,9882,2864,cycling,cycling
51,F,62.7,82,6513,2656,yoga,yoga
35,M,48.1,70,5124,2318,pilates,pilates
45,M,68.2,59,5662,2770,yoga,yoga
49,M,84.7,70,4650,2637,pilates,pilates
35,F,59.9,60,3543,2782,strength,strength
48,M,57.6,63,10394,3035,cycling,cycling
47,M,90.3,63,5388,2829,yoga,yoga
54,M,104.7,75,6928,3282,strength,strength
45,M,87.9,67,7380,3058,strength,strength
50,F,69.4,68,4208,2592,yoga,yoga
44,F,57.8,59,6061,2540,strength,strength
21,M,68.8,50,10970,3016,hiit,hiit
58,M,73.0,58,7682,2798,cardio,cycling
38,F,54.6,58,8606,3134,strength,strength
28,F,96.7,61,3256,2929,hiit,strength
53,F,76.4,69,7016,2584,yoga,yoga
32,M,82.5,60,7090,3309,strength,strength
45,F,54.7,52,12920,2959,hiit,hiit
34,F,74.5,62,7109,3252,hiit,hiit
42,F,57.9,68,8689,2799,pilates,pilates
43,M,68.4,71,5115,2954,yoga,yoga
53,F,61.0,75,5244,2460,pilates,pilates
44,M,65.4,56,6089,2748,pilates,pilates
32,F,66.9,57,10314,3069,hiit,hiit
51,M,69.7,64,9806,3188,hiit,strength
45,F,62.4,66,6890,2715,strength,strength
40,F,60.8,55,8838,3050,cardio,cardio
52,F,47.6,59,6232,2552,strength,strength
42,M,73.2,64,6787,3313,hiit,hiit
40,M,49.0,63,8075,2222,strength,strength
46,F,45.0,62,9001,2640,strength,strength
36,F,53.0,69,6775,2612,hiit,strength
43,M,59.5,68,5720,2599,pilates,pilates
37,F,63.6,65,4576,2743,strength,strength
46,M,69.4,72,12169,3051,hiit,hiit
32,F,74.2,58,2637,3046,strength,strength
31,F,64.1,56,6445,3112,hiit,hiit
48,M,67.0,74,5776,2627,strength,strength
60,M,92.2,66,6906,3173,strength,strength
40,M,71.0,68,4116,2506,cardio,cycling
41,M,62.3,63,9102,2551,strength,strength
27,M,63.3,61,9777,2736,hiit,hiit
54,M,69.8,77,5007,2517,yoga,yoga
39,M,64.6,60,8001,3015,hiit,strength
43,M,84.1,72,13125,2996,cardio,cardio
41,F,50.9,62,5867,2426,cycling,cycling
47,F,48.1,66,6678,2826,cycling,cycling
35,M,72.4,64,7321,2679,strength,strength
40,M,84.9,51,12915,3326,hiit,hiit
36,F,45.0,67,6391,2144,hiit,strength
49,F,63.7,58,5742,2491,strength,strength
26,F,72.6,63,2495,2624,strength,strength
41,M,69.1,62,6661,2601,pilates,pilates
57,M,59.0,67,6787,2749,pilates,yoga
41,M,54.3,64,9119,2753,strength,strength
29,F,66.6,63,6137,2781,cycling,cycling
57,F,53.0,70,7748,2560,strength,strength
18,F,66.1,52,9748,3196,cycling,cycling
36,F,63.1,52,8030,2709,strength,hiit
47,F,65.8,71,7751,2796,strength,strength
51,M,87.4,65,12745,3500,cardio,cardio
37,F,51.9,53,10802,2940,cardio,hiit
24,F,62.8,56,9610,2854,strength,hiit
38,M,60.2,62,8009,2878,strength,strength
26,F,73.4,60,9906,3103,cardio,cardio
66,M,68.2,72,5800,2384,pilates,yoga
38,M,81.0,57,7225,2916,cardio,hiit
44,F,61.4,60,10740,3158,cardio,cardio
38,F,85.8,63,7754,3093,strength,strength
46,F,54.2,71,2271,2525,strength,strength
42,F,67.7,61,6718,2683,strength,strength
19,M,64.2,58,10951,2911,cardio,hiit
57,M,80.6,67,2000,2206,yoga,yoga
18,F,50.3,54,8815,2650,hiit,hiit
53,M,83.2,65,11851,3058,strength,strength
40,F,68.6,57,10655,2655,strength,strength
27,F,52.9,55,10415,2767,hiit,hiit
34,M,76.9,67,5575,2874,cardio,cycling
55,M,71.4,62,6575,3096,strength,strength
30,M,76.6,65,7393,2495,cycling,cycling
47,F,46.1,63,8427,2375,strength,strength
46,M,84.4,64,6945,3224,strength,strength
44,F,67.0,66,10052,3164,strength,strength
36,M,79.9,52,8602,2967,strength,strength
45,M,65.3,65,6676,3023,cycling,cycling
52,F,60.8,69,4907,2858,strength,strength
49,F,67.4,60,5325,2620,strength,strength
48,F,45.0,56,3467,2612,cycling,cycling
31,M,90.2,66,13079,3500,hiit,hiit
58,M,71.6,70,6339,3131,strength,strength
55,F,69.1,75,8846,2918,yoga,yoga
51,M,85.3,52,11960,3382,cycling,cycling
45,F,72.4,61,6111,2690,strength,strength
48,M,94.3,78,6683,3095,strength,strength
37,M,56.0,69,11541,3258,cycling,cardio
40,F,51.1,70,8469,2869,strength,strength
51,F,59.1,64,3229,2660,pilates,pilates
34,M,70.0,54,10237,3078,cardio,hiit
38,M,74.6,60,7895,2929,strength,strength
45,M,99.3,68,8928,3140,strength,strength
46,F,65.8,63,7488,2943,strength,strength
40,F,54.6,66,5360,2878,strength,strength
43,M,87.7,50,8383,3180,strength,strength
18,M,56.4,50,12165,2734,hiit,hiit
53,M,81.0,71,5799,2419,yoga,yoga
49,F,57.6,80,4735,2460,yoga,yoga
47,M,56.6,74,6921,2956,hiit,strength
48,F,89.3,61,5128,3114,cardio,cycling
39,M,79.1,55,13204,3500,hiit,hiit
46,F,61.8,68,9793,2958,strength,strength
39,M,88.8,56,7821,2928,strength,strength
45,F,90.6,65,2597,2789,yoga,yoga
35,M,72.4,57,6277,2984,cardio,cycling
53,F,64.3,73,7238,2316,yoga,yoga
42,F,67.5,74,9282,2951,hiit,strength
42,F,73.9,77,5728,2661,pilates,pilates
40,M,72.3,58,9801,3352,cycling,cycling
42,F,59.4,50,12968,3223,hiit,hiit
28,F,63.1,51,5036,2872,strength,strength
35,F,48.1,56,6012,2671,hiit,strength
24,M,81.2,57,5550,3314,hiit,hiit
45,M,89.6,70,5133,2733,yoga,yoga
55,M,83.3,68,4027,2756,yoga,yoga
25,F,68.5,62,5895,3162,strength,strength
53,F,81.0,79,7747,2805,strength,strength
52,F,68.8,78,6582,2900,yoga,yoga
52,M,61.1,63,4840,2733,pilates,pilates
25,M,101.7,59,11367,3426,hiit,hiit
56,M,69.9,74,3916,2344,yoga,yoga
48,M,82.6,64,2631,2763,strength,strength
50,M,58.6,71,11643,3000,cardio,cardio
36,M,45.0,56,5188,2415,yoga,yoga
53,F,56.1,60,5882,2219,yoga,yoga
20,F,61.3,59,11622,3136,hiit,hiit
45,M,61.5,62,4546,2793,strength,strength
38,M,53.2,65,7581,2459,hiit,strength
59,M,76.7,64,7714,2868,yoga,yoga
33,F,69.0,53,9805,2912,cardio,cardio
43,M,79.0,64,4375,2706,yoga,yoga
37,M,73.5,66,9538,3230,strength,strength
28,F,67.7,57,9508,2847,hiit,hiit
47,M,63.9,67,5650,2754,strength,strength
