age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
66,M,71.3,57,7454,3063,cycling,cardio
68,M,61.1,73,8486,3064,strength,strength
70,M,79.6,64,6735,2780,cardio,cycling
68,F,72.1,69,9679,3351,hiit,hiit
56,F,67.6,66,11040,2923,cycling,cycling
68,M,56.2,61,15000,3044,cardio,cardio
59,M,67.3,68,13436,3215,strength,hiit
70,F,48.0,80,15000,3066,hiit,cardio
70,F,50.3,73,7230,2454,pilates,pilates
70,F,80.5,69,3887,2816,pilates,pilates
70,F,73.0,73,12088,2843,cardio,cardio
60,M,66.8,68,10078,3192,strength,hiit
66,F,69.7,70,7118,2687,strength,strength
70,M,75.3,70,4113,2577,yoga,yoga
70,M,68.5,75,11148,2939,strength,strength
68,F,50.0,68,9577,2665,cardio,cardio
65,M,76.4,78,6863,2616,pilates,pilates
70,M,63.9,50,7084,3155,hiit,hiit
70,F,82.3,65,4615,2819,pilates,pilates
70,F,57.9,63,2772,2079,yoga,yoga
70,F,59.3,82,8890,2843,pilates,yoga
65,F,83.7,65,11764,3025,hiit,hiit
60,M,89.1,66,6422,3009,hiit,hiit
68,F,55.4,73,10673,2579,pilates,pilates
70,F,60.1,68,8611,3040,strength,strength
68,F,71.9,73,10359,3227,cycling,cycling
57,F,51.8,71,10583,2781,strength,hiit
60,M,77.4,67,9645,3275,cardio,cycling
70,F,64.4,65,13893,2970,cardio,cardio
70,M,75.5,62,7481,2708,pilates,pilates
52,F,81.5,57,8770,3043,hiit,hiit
70,M,46.7,67,6532,2334,strength,strength
70,F,56.5,85,7999,2953,pilates,pilates
60,F,69.0,75,3837,2604,strength,strength
70,M,71.0,61,8655,2934,hiit,strength
70,F,67.1,75,3951,2430,pilates,pilates
68,M,91.2,66,12912,3134,cardio,cardio
47,F,51.1,65,9311,2619,cardio,cardio
70,M,87.0,72,6013,2952,pilates,pilates
70,M,82.5,75,10466,3116,hiit,strength
46,F,71.3,60,10272,3152,hiit,hiit
68,F,74.0,74,6887,2999,pilates,pilates
69,F,45.0,65,6436,2569,pilates,pilates
70,F,78.4,67,4949,2418,pilates,pilates
70,F,71.6,70,8319,2882,strength,strength
61,M,79.5,62,7787,2706,cardio,cardio
70,F,72.9,69,13283,3059,cardio,cardio
70,F,76.4,69,7206,3139,strength,strength
70,M,64.0,68,7175,2699,strength,strength
70,F,45.0,71,13468,2812,cardio,cardio
70,M,82.3,76,4151,2744,yoga,yoga
70,M,69.0,74,4900,2454,pilates,pilates
69,M,87.5,64,7548,2835,strength,strength
70,F,72.1,75,7549,2942,hiit,strength
70,M,60.4,63,11542,3163,cardio,cardio
70,F,56.9,69,6034,2534,pilates,pilates
47,F,59.3,59,10073,2983,hiit,hiit
61,M,73.3,59,13889,3500,cardio,cardio
49,F,57.6,54,8934,2723,strength,hiit
70,M,78.5,67,6730,2908,yoga,pilates
65,M,76.4,56,2000,2840,strength,strength
70,M,67.6,65,7237,2669,pilates,pilates
52,F,60.3,67,11642,3111,strength,hiit
70,M,63.2,69,13025,3366,hiit,hiit
67,F,98.1,73,11992,3235,cardio,cardio
61,F,66.3,72,6817,2301,pilates,pilates
67,M,82.5,70,9651,3215,cycling,cycling
64,M,62.3,68,8724,2801,cardio,hiit
67,M,101.2,65,10201,3500,cycling,cycling
60,M,81.4,64,10687,3041,hiit,hiit
63,F,63.5,61,11880,3466,hiit,hiit
68,F,79.6,83,4163,2830,pilates,pilates
70,F,74.5,68,8368,3212,pilates,pilates
70,F,45.0,80,4069,2490,pilates,pilates
70,M,66.3,73,9759,2522,yoga,pilates
60,M,45.0,81,6767,2286,strength,strength
67,M,80.4,68,10190,2850,hiit,hiit
54,F,80.1,68,14015,3183,cycling,cycling
70,F,62.6,78,3779,2615,strength,strength
56,M,86.7,64,6986,3096,cycling,cycling
70,F,62.9,63,9577,3026,cycling,cycling
69,F,58.4,76,10100,2815,cardio,cardio
64,M,77.6,62,8823,2969,cycling,cycling
69,F,62.5,76,5201,2279,yoga,yoga
48,F,70.9,62,5832,3199,cycling,cycling
45,M,80.6,63,10303,3396,hiit,hiit
65,M,82.0,62,11240,2935,cycling,cardio
68,F,76.0,67,9305,3264,strength,hiit
41,M,72.6,63,10786,3261,hiit,hiit
69,F,85.1,78,7259,3366,strength,strength
69,F,61.8,63,5859,2511,strength,strength
70,F,67.2,67,12480,3200,cardio,cardio
54,F,72.9,73,7294,2952,pilates,pilates
70,M,74.1,65,13119,3255,cardio,cardio
63,M,110.0,76,11216,3337,strength,strength
64,M,86.3,75,13293,3480,hiit,hiit
59,F,65.2,61,9638,2630,cardio,cardio
70,M,66.2,70,9932,3149,cycling,cardio
56,F,56.3,60,7935,3020,hiit,hiit
70,F,49.2,69,7981,2585,cycling,cycling
55,F,76.5,62,11035,3289,cardio,cardio
70,M,77.9,73,4636,2423,pilates,pilates
70,F,45.0,62,12807,2989,cardio,cardio
70,F,59.7,71,10358,2657,cardio,cardio
61,M,81.2,60,6911,3213,strength,strength
65,M,67.8,71,10895,2818,cardio,cardio
52,F,71.1,53,9009,3346,hiit,hiit
70,F,57.6,76,10271,3180,hiit,hiit
70,F,89.6,74,4291,2723,pilates,pilates
70,M,61.7,68,9329,2945,pilates,pilates
66,F,77.4,67,11016,3163,hiit,cardio
62,M,73.4,65,7985,2952,cycling,cycling
60,M,69.6,64,10915,3008,cardio,hiit
62,M,73.3,70,9298,2996,hiit,hiit
46,M,58.6,54,6991,2524,cycling,cycling
70,F,98.2,69,7236,2984,yoga,pilates
70,F,80.4,75,5363,2695,pilates,pilates
70,M,86.6,79,6686,3063,yoga,yoga
62,M,56.4,56,13308,3351,hiit,hiit
49,F,70.8,68,7884,3263,hiit,hiit
70,F,55.7,63,5560,2305,pilates,pilates
70,M,58.1,63,12838,2825,strength,hiit
70,M,96.1,71,5984,3304,pilates,pilates
64,M,62.9,66,6706,2635,pilates,pilates
70,F,65.2,74,7685,2444,pilates,pilates
61,F,80.6,55,10052,2937,hiit,hiit
63,F,70.3,78,7197,3094,cycling,cycling
