age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
18,F,66.6,58,9521,2918,hiit,hiit
26,M,55.4,71,7980,2352,yoga,yoga
22,M,87.8,61,8923,3133,hiit,hiit
18,M,57.2,53,4520,2683,yoga,yoga
18,M,65.9,50,10975,3401,strength,hiit
18,F,45.5,56,11901,2879,cardio,cardio
18,F,70.5,69,10539,2992,hiit,hiit
18,M,76.4,63,8119,3047,yoga,yoga
32,F,70.5,74,5398,2795,pilates,pilates
18,M,104.6,72,4412,2842,yoga,yoga
21,F,52.9,68,6066,2216,pilates,yoga
23,M,53.2,69,5532,2387,yoga,yoga
26,F,56.9,58,10002,2714,yoga,yoga
18,F,58.1,70,9248,3106,strength,strength
28,F,67.0,71,4285,2633,yoga,yoga
18,F,50.2,60,7445,2468,pilates,pilates
31,F,67.7,56,3500,2266,pilates,pilates
21,F,45.0,60,5975,2157,pilates,yoga
23,F,46.5,51,6050,2525,yoga,yoga
18,M,75.6,57,5029,2872,hiit,strength
18,F,52.5,59,10991,2635,hiit,hiit
18,F,63.7,63,9844,2915,hiit,cardio
18,M,58.6,66,3022,2484,yoga,yoga
18,M,68.0,54,14082,3066,hiit,hiit
18,F,57.6,58,7136,3107,cycling,cycling
30,M,72.0,77,5833,2684,yoga,yoga
18,M,68.2,63,9790,3092,hiit,cardio
19,F,66.1,50,13689,2884,cardio,cardio
18,F,85.4,63,10821,3297,cardio,cardio
18,F,67.8,64,8816,2746,cycling,cycling
18,F,53.4,50,11400,2992,hiit,hiit
21,M,61.2,68,10214,2847,yoga,yoga
18,F,54.2,67,6975,2438,hiit,hiit
18,M,54.3,50,8569,2668,cardio,hiit
22,F,63.5,58,10761,2686,hiit,hiit
18,F,55.2,60,5855,2380,yoga,yoga
18,M,71.9,52,8160,2683,yoga,yoga
28,F,50.4,57,8460,2354,yoga,yoga
21,M,66.8,67,6991,2532,pilates,yoga
31,M,62.3,53,9137,2867,hiit,hiit
18,F,58.3,67,6498,2753,yoga,yoga
21,F,55.9,50,10035,2839,hiit,hiit
21,M,78.6,70,2439,2702,yoga,yoga
18,F,56.8,61,9380,2904,hiit,hiit
23,F,69.4,63,5070,2889,pilates,yoga
27,M,55.8,65,3813,2690,yoga,yoga
33,F,70.6,61,7254,2891,yoga,yoga
28,F,45.0,61,4609,2423,pilates,yoga
18,F,45.0,55,5057,2699,pilates,yoga
28,M,88.7,64,4957,3015,cycling,cycling
18,F,57.1,53,7925,2866,cycling,cycling
18,M,51.8,57,9867,2397,cardio,cardio
18,F,45.0,55,9996,2867,hiit,hiit
18,M,51.9,57,12595,3043,hiit,hiit
29,F,71.5,62,10364,2822,pilates,yoga
22,M,72.3,57,4570,2628,pilates,yoga
25,M,65.2,64,6577,2878,yoga,yoga
18,F,71.3,52,11970,2576,hiit,hiit
24,M,63.0,62,4777,2422,pilates,pilates
34,M,72.0,75,10346,2695,yoga,yoga
18,F,65.1,56,12104,2897,cardio,cardio
18,F,52.2,70,12925,2740,yoga,yoga
18,M,56.2,62,2000,2609,yoga,yoga
21,M,58.5,53,12118,3123,hiit,hiit
18,F,45.0,59,12616,2996,cardio,cardio
18,M,58.5,50,6395,2531,cycling,cycling
18,F,56.2,67,6001,2665,yoga,yoga
31,M,98.9,69,3972,2708,yoga,yoga
18,M,78.0,60,5599,2480,pilates,yoga
18,F,60.3,74,5522,2508,strength,strength
18,F,45.0,50,11959,2902,cardio,cardio
25,M,58.1,55,6440,2358,pilates,pilates
18,M,59.9,61,3011,2207,yoga,yoga
28,F,56.8,62,6442,2556,pilates,pilates
20,F,60.2,68,4389,2555,yoga,yoga
26,M,81.1,56,2000,2633,yoga,yoga
28,M,66.9,66,3903,2675,yoga,yoga
21,F,46.2,50,10744,2842,cycling,cycling
18,F,64.7,62,11545,2831,cardio,cardio
18,F,68.4,50,10816,3068,hiit,hiit
18,F,51.8,60,5185,2328,yoga,yoga
18,M,52.7,72,3794,2664,pilates,pilates
18,M,79.4,60,10376,3107,cardio,cardio
21,F,61.2,59,8696,2759,cycling,cycling
18,M,72.2,57,12181,3306,hiit,hiit
18,F,55.5,56,7710,2847,cardio,hiit
18,M,61.0,58,13471,2946,cardio,cardio
35,F,76.9,79,8831,2645,yoga,yoga
29,F,50.4,75,5691,2428,yoga,yoga
25,F,51.9,50,7527,2935,cycling,cycling
18,M,88.6,60,4011,2913,yoga,yoga
24,F,70.1,66,5604,3013,strength,strength
22,F,45.0,62,4518,2658,yoga,yoga
18,F,52.5,56,9817,2356,pilates,pilates
20,M,69.4,59,9359,3033,cycling,cycling
33,F,58.1,71,7022,2652,yoga,yoga
19,M,71.7,59,6300,2491,yoga,yoga
20,M,66.2,59,8388,2753,strength,strength
18,F,50.4,56,13213,2894,cardio,hiit
19,F,76.1,63,8924,2867,yoga,yoga
18,F,45.0,54,4582,2399,yoga,pilates
33,F,45.0,50,9483,2854,pilates,pilates
19,F,45.0,58,8458,2964,hiit,hiit
18,F,60.4,50,8245,3073,hiit,hiit
19,F,65.0,69,3982,2291,yoga,yoga
18,M,53.7,52,9953,2952,cardio,hiit
23,M,60.6,70,2314,2786,yoga,yoga
18,M,86.0,54,10146,3134,hiit,hiit
18,F,45.8,67,8756,2533,hiit,hiit
18,F,55.6,50,6018,2878,hiit,hiit
27,M,59.4,53,6377,2536,yoga,pilates
18,F,45.0,63,9150,2710,cycling,cycling
23,M,71.9,55,13437,3179,cycling,cardio
18,F,47.3,64,7108,2534,yoga,yoga
18,F,46.8,50,2000,2125,yoga,yoga
18,F,53.9,53,5778,2842,cycling,cycling
19,F,61.0,57,8327,2864,yoga,yoga
18,M,72.3,59,12059,3204,cardio,cardio
18,F,80.5,55,4391,2809,pilates,pilates
39,M,60.3,62,2861,2511,yoga,yoga
20,M,69.0,63,6175,2606,yoga,yoga
18,F,69.9,58,7199,2774,cycling,cycling
18,F,53.7,70,6942,3133,yoga,yoga
18,M,90.4,52,10030,3030,hiit,hiit
18,M,62.8,51,12174,3405,cardio,hiit
18,M,68.0,62,9500,2642,hiit,hiit
18,M,75.0,55,10405,2392,pilates,yoga
23,F,55.0,55,2145,2112,yoga,yoga
33,M,69.1,59,4300,2703,yoga,yoga
18,F,45.0,65,5361,2404,pilates,pilates
18,F,45.0,53,9636,2894,cycling,cycling
32,M,66.9,68,5310,2772,pilates,yoga
27,F,60.5,60,8142,2905,yoga,yoga
18,F,46.8,54,10637,3162,cardio,hiit
33,M,45.0,62,3905,2401,yoga,yoga
18,F,46.5,52,12311,2700,cardio,cardio
26,M,60.6,69,4086,2693,pilates,pilates
18,F,80.2,50,8102,3500,hiit,hiit
22,F,45.0,67,6247,1994,yoga,pilates
18,M,61.1,50,13523,2881,hiit,hiit
19,M,63.4,50,14389,3187,cardio,cardio
35,M,55.8,60,4578,2403,yoga,yoga
18,F,60.6,64,7949,2810,hiit,hiit
29,M,83.7,68,6167,2872,pilates,pilates
18,M,58.4,59,5340,2800,cycling,cycling
18,F,46.0,50,7536,2846,hiit,hiit
27,M,71.9,57,5976,2487,yoga,yoga
18,F,70.9,56,6849,3028,cardio,hiit
18,M,86.4,57,2765,2781,strength,strength
