age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
57,M,76.6,60,9538,3367,cardio,cardio
37,M,88.0,60,6818,3286,hiit,hiit
49,M,59.7,64,7471,2602,hiit,strength
49,M,94.7,64,13046,3169,cardio,cardio
50,F,52.0,71,5333,2579,strength,strength
66,M,97.6,71,9919,3169,hiit,cardio
59,M,71.8,71,3950,2670,pilates,pilates
61,M,93.8,69,8838,2962,strength,strength
60,F,84.2,65,8179,3191,cycling,cycling
48,F,78.5,65,15000,3500,cardio,cardio
66,F,61.2,72,5569,2341,pilates,pilates
49,F,69.1,64,8324,2962,hiit,hiit
39,F,64.0,61,9803,2900,cardio,cardio
59,M,79.7,70,6578,3080,yoga,yoga
54,F,49.3,74,11916,2998,cardio,cardio
42,F,51.3,69,7542,2744,cycling,cycling
58,F,76.2,67,7508,2996,strength,strength
40,F,68.6,69,6929,2764,strength,strength
56,M,57.1,67,12076,3049,cardio,cardio
55,F,85.6,74,11599,3341,cardio,cardio
52,M,66.2,66,7254,2684,strength,strength
41,M,89.3,69,14024,3500,cardio,cardio
59,M,65.1,56,6820,2662,strength,strength
65,F,74.5,82,6830,3052,pilates,pilates
70,F,74.3,67,5094,2971,pilates,pilates
46,F,53.3,70,4143,2828,strength,strength
65,M,69.2,78,5277,2645,strength,strength
48,M,69.5,67,8994,2865,hiit,hiit
50,M,64.4,69,12188,2928,cardio,cardio
49,F,64.4,61,13224,3054,cardio,cardio
56,F,71.0,70,4687,2573,yoga,yoga
55,M,65.3,59,14738,3104,cardio,cardio
37,F,59.8,65,8156,2675,cycling,cycling
53,M,60.6,72,14809,3237,cardio,cardio
53,M,59.0,63,10362,3192,cardio,cardio
70,F,72.4,69,9712,3120,pilates,pilates
59,M,77.7,77,7378,2574,pilates,pilates
53,M,64.4,64,13113,2765,hiit,cardio
53,M,82.0,65,8085,2800,strength,strength
51,F,54.6,69,10196,3037,cardio,cardio
39,M,61.6,61,9034,2835,hiit,hiit
68,M,82.5,56,7343,2969,yoga,yoga
53,F,55.0,60,9460,2980,cardio,cycling
44,M,94.4,60,9377,3500,hiit,hiit
68,M,89.5,78,6683,3026,yoga,pilates
48,F,73.8,54,10042,3350,hiit,hiit
63,F,60.0,59,8539,2786,cardio,cycling
42,M,86.5,59,10835,3421,hiit,hiit
59,M,73.4,72,5839,2596,strength,strength
56,F,51.3,60,8502,2446,hiit,cardio
50,F,57.8,58,8338,2588,strength,strength
41,F,64.8,59,8698,3024,cardio,cardio
49,F,53.5,60,14299,3183,cardio,cardio
49,F,85.5,76,5065,2665,strength,strength
68,F,74.0,76,8952,3244,cardio,cycling
69,F,65.5,71,4889,2704,pilates,pilates
58,M,59.1,71,9467,2615,pilates,pilates
48,M,80.3,69,6125,2771,strength,strength
62,M,75.6,67,5716,2694,strength,strength
51,M,61.4,62,6403,2697,yoga,pilates
47,F,67.1,70,11145,3217,cardio,cardio
65,M,54.8,69,8959,2403,pilates,pilates
50,F,56.6,77,6198,2599,strength,strength
57,M,103.6,59,7265,3034,cycling,cycling
38,F,60.0,56,11725,2925,cycling,cardio
55,F,71.9,68,3621,2711,pilates,pilates
50,M,77.2,56,8661,3005,hiit,hiit
63,M,72.8,74,7342,3058,yoga,yoga
57,M,69.6,65,4923,2621,yoga,yoga
70,M,81.9,72,10239,3000,yoga,yoga
45,F,68.8,70,15000,3202,cycling,cardio
40,F,55.8,73,2289,2560,strength,strength
53,M,68.1,68,10816,3183,hiit,hiit
50,F,67.4,62,9509,2969,cardio,cardio
