age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
65,F,70.1,72,7444,2766,pilates,pilates
53,F,47.2,65,9178,3027,hiit,hiit
48,M,56.0,68,9114,2909,cardio,cardio
61,F,61.2,71,5988,2756,cycling,cycling
40,F,77.8,59,8487,3165,hiit,hiit
50,M,67.4,72,10566,3037,cardio,cardio
42,F,68.5,64,14118,3067,cardio,cardio
51,F,65.9,60,9946,2783,strength,strength
62,F,74.7,76,8596,3199,pilates,pilates
54,M,69.3,63,6388,2990,strength,strength
48,M,50.2,60,9362,2974,hiit,hiit
65,M,73.0,65,3711,2594,yoga,yoga
70,M,73.8,71,6496,2772,pilates,pilates
70,M,86.7,73,5327,2903,pilates,yoga
44,M,61.7,53,7241,2999,cycling,cycling
53,F,67.2,60,7875,2863,hiit,hiit
59,M,66.8,73,7812,2881,strength,strength
49,F,47.1,66,8468,2860,hiit,hiit
57,M,57.9,69,7438,2536,pilates,pilates
51,F,56.9,55,13442,2935,hiit,hiit
61,M,67.6,62,7801,2425,pilates,yoga
62,M,81.8,76,3644,2718,strength,strength
53,F,47.4,75,7190,2236,hiit,strength
59,F,56.9,71,10525,2542,strength,strength
70,M,82.7,66,10092,3253,strength,strength
63,F,59.8,77,9030,3142,pilates,pilates
57,F,68.8,71,6659,2822,strength,strength
66,F,80.1,77,4056,2587,yoga,yoga
54,F,45.0,69,5220,2569,cycling,cycling
42,M,68.4,56,11060,2819,cardio,cardio
53,F,60.3,75,9157,2714,cardio,cycling
50,M,73.4,72,6188,2800,yoga,yoga
70,F,55.8,68,8575,2578,pilates,pilates
42,M,73.8,61,7131,2816,cycling,cycling
51,F,59.6,64,3615,2689,pilates,pilates
66,F,63.2,74,8305,2427,strength,strength
58,M,76.8,65,7043,2748,cardio,hiit
45,F,65.7,64,7466,2900,cycling,cycling
61,M,71.7,69,7199,2615,yoga,pilates
67,M,78.7,70,8085,3322,pilates,pilates
44,F,75.1,50,10659,3197,cardio,hiit
49,F,74.4,60,5738,2364,pilates,yoga
47,F,59.4,77,6759,2634,yoga,yoga
42,F,60.6,50,8181,2431,cycling,cycling
47,M,67.9,60,11398,3173,strength,hiit
59,F,45.0,58,11690,3040,cycling,cycling
54,M,78.0,62,4832,2983,strength,strength
57,F,69.7,74,4974,2415,pilates,yoga
44,M,80.9,68,7838,2639,cycling,cycling
51,F,59.4,62,4453,2804,strength,strength
70,M,85.9,70,4816,3117,pilates,pilates
64,F,62.5,61,6865,2936,pilates,pilates
49,F,87.7,60,10341,3435,hiit,hiit
69,M,69.6,62,2000,2809,pilates,pilates
59,M,70.2,69,6145,2337,hiit,strength
49,F,72.2,61,10894,3124,cardio,hiit
50,M,72.9,61,10594,3127,cycling,cycling
57,F,76.0,73,5918,2687,pilates,yoga
53,F,59.1,67,10837,2782,hiit,hiit
70,F,85.9,70,7090,2944,yoga,yoga
50,F,70.7,72,9362,3014,hiit,strength
55,F,61.8,77,5473,2223,yoga,yoga
63,F,69.3,65,2652,2442,yoga,pilates
67,F,63.5,65,7292,2601,pilates,pilates
70,M,88.4,83,9161,3023,pilates,pilates
42,M,58.5,58,9661,2839,hiit,hiit
43,F,61.8,50,9950,2926,hiit,hiit
62,F,58.8,69,4317,1981,pilates,pilates
60,M,50.7,59,5486,2358,pilates,pilates
45,F,76.9,58,8226,2968,hiit,hiit
66,M,102.8,65,4524,2759,pilates,pilates
46,F,60.1,62,11071,3233,strength,strength
52,M,62.5,69,9988,3158,strength,strength
