age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
43,M,71.0,67,4977,2326,pilates,yoga
36,F,82.5,72,6371,2628,yoga,yoga
33,M,45.0,59,4213,2667,hiit,strength
34,F,76.8,67,6046,3079,pilates,yoga
18,M,68.9,59,4495,2770,strength,strength
32,F,58.3,65,8178,2609,pilates,yoga
18,M,68.0,54,7016,2489,hiit,strength
26,M,68.0,50,7919,2514,hiit,hiit
40,F,73.1,70,2665,2430,yoga,yoga
33,F,45.0,54,5156,2428,strength,strength
18,F,45.0,54,9427,3018,hiit,hiit
35,M,60.0,60,8221,2944,yoga,yoga
18,M,57.4,69,8730,2753,pilates,pilates
28,F,51.7,57,8497,2452,hiit,strength
47,F,64.4,77,4663,2522,hiit,strength
18,F,53.0,58,15000,3381,hiit,hiit
34,M,78.4,61,5388,2690,strength,strength
18,M,45.0,50,8809,2808,hiit,hiit
33,M,57.5,64,11736,3121,cardio,cardio
26,F,71.2,63,6032,2792,strength,strength
36,M,67.0,62,6821,2661,yoga,yoga
27,M,80.9,55,9600,3227,hiit,hiit
19,M,62.1,66,8101,3059,hiit,hiit
33,F,66.0,73,4341,2941,pilates,pilates
31,F,62.1,56,8905,2410,pilates,pilates
23,F,52.7,60,11907,3008,hiit,hiit
33,M,64.3,66,6417,2832,yoga,yoga
30,F,68.0,62,11829,3260,cardio,cardio
30,M,68.0,59,8352,2684,hiit,hiit
21,M,85.6,67,5192,2594,strength,strength
18,F,45.0,57,10909,2453,hiit,hiit
37,M,56.2,68,2967,2368,yoga,yoga
25,M,84.3,51,9668,3194,hiit,hiit
23,M,53.6,59,10823,2927,cardio,cardio
36,M,80.1,68,4719,2520,yoga,yoga
27,M,72.1,60,7936,2978,hiit,hiit
21,F,50.9,59,3635,2695,strength,strength
18,F,55.1,53,10745,2555,cardio,cardio
32,M,66.6,66,8366,3056,hiit,strength
39,M,61.2,54,5117,2755,cardio,cycling
18,M,73.6,58,7164,2950,hiit,hiit
32,F,56.6,67,4679,2291,yoga,yoga
42,M,81.4,62,6760,2667,yoga,yoga
21,M,62.3,51,12618,3175,cardio,cardio
34,F,66.0,62,5810,2642,yoga,yoga
38,F,73.7,74,4431,2467,yoga,yoga
31,M,79.6,60,6730,2943,yoga,yoga
24,F,45.0,69,6627,2083,pilates,pilates
24,F,61.2,52,9235,2471,strength,strength
38,F,56.2,65,5842,2586,pilates,yoga
27,F,63.4,50,8908,3210,cycling,cardio
37,M,87.2,65,6721,2737,yoga,yoga
38,F,63.7,60,12802,3500,hiit,hiit
36,M,50.0,50,5353,2666,yoga,yoga
34,M,72.2,62,7818,2815,strength,strength
47,M,76.0,69,7161,2945,pilates,yoga
18,F,56.5,55,6818,2579,hiit,strength
48,M,61.9,60,4923,2748,yoga,yoga
32,F,58.2,68,6618,2208,yoga,yoga
33,M,58.4,62,5957,2443,yoga,yoga
31,M,78.1,59,8829,2959,cycling,cycling
39,M,62.5,67,6754,2816,yoga,yoga
28,F,45.0,58,5460,2360,yoga,yoga
35,M,73.6,65,4559,2744,pilates,pilates
37,M,68.0,71,4910,2361,yoga,yoga
33,F,60.9,75,4252,2612,yoga,yoga
18,F,64.3,58,7612,3319,hiit,hiit
39,M,75.1,65,4888,2831,yoga,yoga
18,M,53.4,55,12496,3072,hiit,hiit
27,M,66.6,66,6848,2465,strength,strength
34,M,59.2,63,3063,2458,strength,strength
28,F,68.1,59,8380,3109,hiit,hiit
42,M,85.6,61,8533,2643,yoga,yoga
32,M,82.4,60,3856,2886,yoga,yoga
40,F,80.4,64,5252,2383,yoga,yoga
39,F,74.6,73,6371,2668,yoga,yoga
26,F,63.7,62,2507,2851,strength,strength
27,F,61.4,53,14426,3344,hiit,hiit
30,M,64.6,59,5632,2756,strength,strength
36,M,69.3,73,4686,2586,yoga,yoga
38,M,61.3,62,5574,2549,strength,strength
33,F,45.0,69,5720,2405,pilates,yoga
29,M,45.0,70,5067,2323,yoga,yoga
33,M,67.4,62,7275,3232,yoga,yoga
32,M,73.4,58,11355,2931,cardio,cardio
36,M,68.8,66,5820,2726,pilates,yoga
32,F,65.6,58,11598,3297,strength,strength
26,F,45.0,64,4799,2214,yoga,yoga
