age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
41,F,71.7,57,8067,3125,hiit,hiit
63,M,87.9,74,2000,2467,yoga,yoga
53,M,97.3,62,7965,3143,cycling,cycling
63,F,50.7,69,4191,2171,yoga,yoga
47,F,50.1,67,12421,2723,hiit,cardio
54,F,79.9,77,5175,2825,pilates,pilates
55,F,52.9,61,12930,2789,hiit,hiit
51,M,80.7,64,14087,3104,strength,hiit
66,M,93.1,74,7150,3030,strength,strength
65,F,71.7,77,7692,3121,strength,strength
59,F,50.7,78,8744,2813,strength,strength
47,M,73.8,60,13305,3500,hiit,hiit
64,F,52.4,71,12404,2537,cardio,cardio
41,F,54.8,55,6837,3033,hiit,hiit
60,F,62.4,60,5895,2466,strength,strength
70,M,68.5,68,8393,2992,pilates,pilates
60,F,45.0,68,4616,2512,yoga,yoga
55,M,79.7,69,6864,2916,cycling,cycling
45,F,62.0,58,5616,2907,strength,strength
56,M,68.8,75,9388,3185,cycling,cardio
49,M,86.9,64,10658,3500,hiit,hiit
65,M,79.8,60,3585,2953,pilates,pilates
55,F,87.5,84,4834,2839,strength,strength
61,F,66.5,66,12213,3217,hiit,cardio
70,F,75.2,71,6788,3096,yoga,yoga
55,F,83.0,71,10118,3205,strength,strength
62,M,79.1,60,14055,3296,cardio,cardio
46,M,61.3,56,9182,3058,hiit,hiit
48,M,88.7,59,7922,2936,cycling,cycling
46,M,66.4,55,6446,2715,cardio,cycling
52,M,85.0,59,7752,3243,cycling,cycling
43,F,60.2,54,10724,2780,cycling,cycling
60,M,86.7,67,12464,3408,cardio,cardio
49,F,73.8,66,6305,3092,cycling,cycling
54,M,66.9,72,8108,2693,hiit,strength
61,F,59.5,62,8558,2813,strength,strength
70,M,75.8,79,9784,2940,yoga,yoga
53,F,45.0,64,5874,2613,pilates,pilates
49,F,60.7,77,7711,2273,cycling,cycling
50,M,69.8,67,4092,2839,yoga,yoga
57,F,70.8,64,10375,3222,cardio,cardio
50,M,78.7,50,10124,3167,cardio,cardio
50,M,61.5,57,13407,2749,cardio,cardio
54,F,70.8,59,9725,2844,hiit,hiit
42,F,60.0,65,7669,3099,cycling,cycling
64,F,55.6,72,5647,2746,strength,strength
55,M,78.3,52,12023,3209,hiit,hiit
70,M,85.5,68,5979,2711,yoga,yoga
61,M,87.8,74,7943,3427,cycling,cycling
51,F,64.4,74,9558,2548,cycling,cycling
62,M,74.6,65,9029,2973,cardio,cycling
39,F,61.7,63,10385,2814,hiit,cardio
56,F,69.6,64,4487,2612,strength,strength
62,F,64.1,67,10686,2718,hiit,strength
53,F,59.7,67,5328,2450,yoga,yoga
68,F,64.1,60,7743,2765,hiit,strength
41,F,60.1,63,6577,2821,cardio,hiit
41,M,59.6,61,10330,3059,cycling,cycling
61,M,63.0,67,8271,2823,cardio,cardio
52,F,68.0,62,7416,2558,strength,strength
42,F,51.7,65,6505,2810,hiit,strength
65,M,71.7,59,6899,3006,cardio,cycling
62,M,71.5,64,9746,3190,strength,strength
67,F,80.7,79,5871,2756,strength,strength
66,M,67.4,65,6364,3076,cycling,cycling
55,F,62.1,64,10761,3072,pilates,yoga
62,F,59.3,71,9442,3007,yoga,yoga
57,M,77.0,60,9368,3028,strength,hiit
66,M,45.0,76,7740,2523,pilates,yoga
43,F,51.2,57,9091,2841,strength,strength
59,M,53.6,66,3253,2361,strength,strength
45,M,56.5,53,6840,2623,hiit,hiit
54,M,71.8,58,14397,3136,hiit,cardio
64,M,79.7,75,11469,2997,hiit,hiit
60,M,70.1,75,2668,2699,pilates,pilates
41,F,45.0,58,8121,2236,hiit,hiit
51,M,84.9,63,10526,3316,strength,hiit
58,F,68.3,57,12363,3142,hiit,cardio
46,M,69.9,70,11066,3203,hiit,hiit
40,M,72.8,63,11739,2852,cardio,cardio
50,F,65.8,69,8290,3155,hiit,hiit
52,F,75.2,58,10297,2306,pilates,pilates
67,M,67.6,63,10125,3043,pilates,pilates
46,M,66.6,63,13309,3172,hiit,hiit
51,F,77.8,62,6312,2949,hiit,hiit
38,F,65.8,57,10626,3197,hiit,hiit
66,F,51.2,73,7657,2494,yoga,yoga
55,M,72.7,52,11981,3290,hiit,hiit
60,F,55.6,64,5908,2733,pilates,pilates
31,M,88.5,62,11418,3192,cardio,cardio
65,M,71.6,68,6489,2900,yoga,yoga
25,F,51.0,50,10341,3069,hiit,hiit
51,M,53.1,76,9634,2746,hiit,hiit
53,M,57.6,72,9052,2776,strength,strength
54,F,64.2,69,9631,3113,strength,strength
67,M,59.9,61,8205,2836,hiit,strength
54,M,65.7,64,6476,2817,yoga,yoga
61,F,52.3,62,9406,2840,pilates,pilates
60,F,59.5,74,2000,2504,yoga,yoga
50,M,91.8,59,7781,3500,cycling,cycling
49,M,82.2,78,7846,3147,strength,strength
48,F,71.4,63,13572,3500,cardio,cardio
32,M,79.5,59,6681,2761,hiit,hiit
41,M,97.7,67,9182,3410,cycling,cycling
56,F,76.0,60,11928,3075,cardio,cardio
46,F,79.1,59,9341,3355,cardio,cycling
57,F,64.8,67,8262,3397,hiit,hiit
59,F,86.9,70,12905,3418,cardio,cardio
45,M,66.5,66,7542,2554,strength,strength
56,F,78.6,71,11967,3081,cardio,hiit
43,M,73.7,69,10517,3246,hiit,hiit
47,M,69.8,65,12478,3354,cycling,cardio
51,F,61.6,62,11485,3257,hiit,hiit
58,F,77.0,63,9883,2956,pilates,pilates
57,F,65.2,66,11346,3162,hiit,hiit
53,F,58.4,61,8727,2404,yoga,yoga
