age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
18,M,58.1,52,4141,3097,cycling,cycling
18,M,66.6,50,12604,2822,hiit,cardio
18,F,49.0,50,10577,2638,cardio,cardio
18,F,60.3,58,12548,3198,hiit,cardio
18,M,74.2,68,8042,3231,cycling,cycling
21,M,79.7,63,10839,2990,cardio,cardio
18,F,58.5,55,7209,2719,cycling,cycling
18,M,53.5,57,9607,2544,strength,strength
19,M,67.6,57,12691,2892,cardio,cardio
27,F,58.4,63,9678,2977,yoga,yoga
26,F,57.5,50,11466,2963,cardio,cardio
18,F,50.9,53,9161,2898,cardio,cardio
32,F,45.0,60,8987,2666,pilates,pilates
18,F,57.1,51,13072,2763,cardio,cardio
20,F,80.3,66,11183,3013,cardio,cardio
18,F,58.5,51,14989,3088,cardio,cardio
18,F,54.4,61,12504,3241,cardio,cardio
18,F,56.5,58,14097,3096,cardio,cardio
18,F,45.0,64,12235,2785,cardio,cardio
18,M,72.5,57,11265,3008,hiit,hiit
18,M,64.9,63,15000,3155,cardio,cardio
18,M,78.5,50,6574,2661,cycling,cycling
18,M,59.4,56,12312,2684,cardio,cardio
18,F,66.4,56,8048,2997,cycling,cycling
18,F,62.1,54,11913,3021,cardio,cardio
18,M,62.0,55,6970,2564,cycling,cycling
18,M,54.3,56,6591,2687,hiit,hiit
18,M,49.9,61,12255,2522,cardio,cardio
18,F,56.6,59,8274,2912,strength,strength
18,F,61.0,62,13442,2837,cardio,cardio
18,F,47.3,52,5867,2886,yoga,pilates
18,M,53.5,56,12271,3043,cardio,cardio
19,F,67.9,60,3382,2602,cycling,cycling
18,M,61.8,56,15000,2757,cardio,cardio
24,M,53.9,59,10949,2770,hiit,hiit
21,F,65.6,60,9468,3059,hiit,cardio
26,F,65.4,66,5675,2664,pilates,pilates
21,M,67.0,60,13789,2948,cardio,cardio
19,F,52.5,57,12944,3037,cardio,cardio
18,F,45.0,55,9400,2739,cycling,cycling
18,F,49.9,63,15000,2744,cardio,cardio
18,F,45.0,56,11293,3305,cycling,cycling
18,M,84.9,62,12068,3015,cycling,cycling
30,F,57.1,61,5666,2644,pilates,pilates
22,M,74.1,58,12724,3500,cardio,cardio
32,M,71.3,72,10732,2847,pilates,pilates
21,M,73.5,51,6833,3022,strength,strength
18,F,55.1,55,7948,2608,cardio,cardio
18,M,68.9,60,8126,2841,cycling,cycling
18,F,45.0,58,8132,2870,strength,hiit
20,M,45.5,62,8060,2608,cycling,cycling
18,M,87.9,55,8442,3495,cycling,cycling
21,F,66.8,62,8074,2860,cycling,cycling
31,M,80.4,66,6536,2547,yoga,yoga
31,F,45.0,71,3251,2542,pilates,pilates
32,M,63.8,60,7364,2208,yoga,pilates
30,M,85.4,74,5995,2976,pilates,pilates
31,M,55.6,67,2541,1843,pilates,pilates
18,M,60.6,51,3731,2293,yoga,yoga
22,F,55.4,52,10149,3062,hiit,hiit
21,F,55.1,58,15000,3452,cardio,cardio
31,F,72.8,56,11045,3184,cardio,cardio
18,M,79.0,61,8144,2781,hiit,cardio
38,M,64.9,61,6498,2296,yoga,yoga
18,F,54.2,58,11477,2737,hiit,hiit
18,M,75.2,60,11998,2941,cycling,cardio
26,F,69.3,59,11655,3073,cardio,cardio
18,F,53.3,64,15000,2664,hiit,cardio
18,M,69.2,67,11162,2787,cardio,cardio
21,F,71.6,63,6630,3078,strength,strength
20,F,67.9,60,9772,3029,strength,strength
18,F,55.8,61,8876,2698,pilates,yoga
18,M,58.1,58,8634,2877,strength,strength
18,M,65.6,52,12826,2521,cardio,cardio
18,M,69.6,60,10394,3069,hiit,hiit
19,F,58.9,65,6635,2735,pilates,pilates
18,F,65.7,60,8944,2939,cardio,cardio
22,M,45.0,51,7112,2761,strength,strength
18,M,63.5,56,15000,3088,cardio,cardio
18,F,45.0,54,8272,2396,strength,strength
18,M,77.6,57,7984,3162,yoga,pilates
18,F,59.2,61,15000,2777,cardio,cardio
18,F,45.0,55,11594,2976,cardio,cardio
18,M,68.5,62,4352,2793,pilates,pilates
18,F,47.0,61,11795,3212,cardio,cardio
18,M,71.4,56,7406,2711,cycling,cycling
18,M,62.8,58,7045,2580,yoga,yoga
18,F,57.8,50,14578,3222,cardio,cardio
21,M,62.3,62,14485,3061,cardio,cardio
18,F,81.0,62,6479,2986,pilates,pilates
24,F,64.2,60,11683,3122,cardio,cardio
31,M,71.2,68,8059,3248,hiit,strength
30,M,76.4,55,14880,3500,cardio,cardio
18,M,86.8,59,8345,3137,cardio,cycling
18,F,45.0,65,11382,2869,cardio,cardio
18,F,66.0,61,7902,2878,cardio,cardio
18,F,45.0,63,9553,2762,cardio,cardio
18,M,55.7,61,13501,2814,cardio,cardio
19,M,68.0,69,7931,2803,yoga,pilates
19,F,56.1,51,8005,2768,cardio,cycling
24,F,72.2,56,6049,3096,hiit,strength
18,M,57.1,61,10178,2799,hiit,cardio
31,F,65.1,64,7457,2918,strength,strength
39,F,68.8,64,2937,2544,pilates,yoga
