age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
24,F,45.0,58,6989,2444,cycling,cycling
18,F,67.1,56,6932,2747,cycling,cycling
18,F,57.6,66,9510,2690,hiit,hiit
24,M,75.7,62,6116,2987,strength,strength
25,F,54.8,58,15000,3190,cardio,cardio
29,M,73.4,63,5748,2542,yoga,yoga
34,F,73.9,64,5886,2567,yoga,yoga
23,M,59.5,60,5058,2297,strength,strength
29,F,60.4,63,6968,2380,yoga,yoga
18,M,48.0,50,7472,3077,hiit,hiit
18,M,45.0,50,7405,2727,hiit,hiit
18,F,45.0,70,5319,2561,yoga,yoga
18,F,50.9,55,7222,2408,yoga,yoga
20,M,66.1,66,7564,2545,strength,strength
25,M,75.2,71,5955,2845,yoga,yoga
18,M,47.3,55,8911,2863,hiit,hiit
18,M,46.5,54,11108,2645,cardio,cardio
26,M,67.5,69,8620,3009,yoga,yoga
18,M,65.8,68,10756,2911,cardio,cardio
23,F,60.6,63,10000,2753,yoga,yoga
18,F,74.7,59,10536,3446,cardio,cardio
18,F,45.0,59,6435,2945,hiit,hiit
18,M,55.0,54,11614,2865,cardio,hiit
18,F,50.2,63,7786,2638,strength,strength
20,M,69.7,71,10134,3382,strength,strength
18,M,85.8,59,11824,3385,strength,hiit
18,F,67.7,56,12581,3107,cardio,hiit
18,M,59.7,65,10055,3264,strength,strength
29,M,76.0,63,9525,2765,pilates,pilates
18,M,45.8,59,11876,3246,hiit,hiit
18,M,89.5,71,11976,3500,strength,hiit
24,F,59.7,61,6841,2529,yoga,yoga
18,M,76.1,53,6897,3096,hiit,strength
18,M,63.8,60,4647,2308,strength,strength
18,F,47.8,53,11009,3284,hiit,hiit
18,F,65.0,65,7945,3056,pilates,yoga
18,M,90.3,64,8944,3163,yoga,yoga
18,M,80.1,56,12896,2893,cardio,cardio
19,F,72.9,53,4479,2592,yoga,yoga
18,M,56.7,59,12860,2965,hiit,cardio
24,M,79.1,71,11456,3203,hiit,hiit
28,M,76.3,64,9038,3158,strength,strength
18,F,62.8,55,14942,2858,cardio,cardio
18,F,70.0,56,10129,2659,hiit,hiit
22,M,70.6,57,7843,2665,yoga,yoga
30,M,63.1,67,7036,2810,yoga,yoga
24,M,85.6,50,9204,3067,strength,strength
18,M,75.1,52,4794,2808,strength,strength
18,M,72.5,66,8375,3019,hiit,hiit
18,M,60.4,64,6019,3187,cycling,cycling
18,F,53.5,62,4909,2753,strength,strength
18,F,65.8,61,5853,2810,strength,strength
25,M,61.8,54,10417,2863,strength,strength
22,M,45.0,62,5121,2517,strength,strength
18,F,66.7,57,10250,3196,cardio,cardio
18,F,53.8,53,5737,2442,cycling,cycling
18,F,45.0,50,9791,2757,cardio,cardio
18,F,65.5,51,13989,3217,cardio,cardio
18,M,55.6,58,9903,3182,cardio,cardio
18,M,67.6,58,11677,2844,hiit,hiit
25,M,80.3,60,7609,3317,strength,strength
