age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
25,F,52.3,51,10924,3158,hiit,hiit
32,M,78.5,57,9224,3129,hiit,hiit
27,F,55.8,54,6232,2797,cycling,cycling
25,F,67.5,61,12834,3074,cardio,cardio
28,M,70.7,58,7674,3008,cycling,cycling
20,F,50.4,53,10606,2511,cardio,cardio
22,M,62.8,56,7489,2750,cycling,cycling
28,M,45.0,65,8064,2819,yoga,yoga
22,M,61.3,50,11252,3011,hiit,hiit
18,M,75.3,51,8872,3233,hiit,hiit
18,M,82.3,69,8539,3085,strength,strength
32,F,45.6,68,7711,2399,pilates,yoga
18,F,45.0,50,9053,2748,cycling,cycling
32,M,76.2,59,10192,3442,cardio,cardio
27,F,62.0,56,5141,2340,cycling,cycling
23,F,54.5,50,10147,2997,cardio,hiit
31,M,63.7,68,11120,3398,cardio,cardio
30,F,52.8,57,10261,2946,cardio,cardio
18,M,63.1,53,9617,2989,hiit,cardio
18,F,65.5,52,8267,3193,cycling,cycling
31,M,67.5,63,6558,3143,cycling,cycling
32,F,45.0,77,11682,3016,cardio,cardio
18,M,69.4,53,10189,2900,cardio,hiit
22,F,69.0,53,7692,2674,strength,strength
33,F,55.8,50,12551,3026,cardio,cardio
42,M,86.3,62,6312,2933,yoga,yoga
30,F,56.0,59,11113,2998,cardio,cardio
18,M,57.9,61,11072,2845,cycling,cycling
29,M,50.0,61,12040,3271,cardio,cardio
37,M,70.1,68,5101,2476,cycling,cycling
18,F,51.2,51,13311,3061,hiit,cardio
30,M,88.6,68,14068,3310,cardio,cardio
36,F,67.1,67,9604,2849,hiit,strength
23,M,73.9,58,7469,2856,strength,hiit
19,M,68.7,56,5490,3217,hiit,hiit
21,M,61.1,51,11873,3166,cardio,cardio
27,M,50.1,54,8474,2827,hiit,hiit
19,F,54.1,54,7902,2774,cycling,cycling
21,F,56.9,50,10203,2839,hiit,hiit
18,M,67.5,58,12047,3174,hiit,cardio
18,F,57.5,56,9675,3055,cardio,hiit
23,F,84.6,61,14891,3292,cardio,cardio
