age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
18,M,54.6,50,8537,2869,cycling,cycling
33,F,58.6,56,7536,2842,cycling,cycling
27,F,52.3,50,11898,2833,cardio,cardio
21,F,65.5,53,9582,3154,hiit,strength
28,M,78.5,58,15000,3173,cardio,cardio
18,F,71.4,50,6838,2749,hiit,hiit
29,M,45.0,53,13322,2461,cardio,cardio
38,M,72.8,61,14139,2886,hiit,cardio
28,F,68.0,57,9236,3200,hiit,hiit
31,M,72.2,64,6515,2530,pilates,pilates
24,M,82.6,65,15000,3379,cardio,cardio
36,M,74.4,55,11986,3059,hiit,hiit
31,M,66.9,57,5912,3062,cycling,cycling
25,F,66.3,60,10228,3094,cycling,cycling
31,M,45.0,56,10645,2687,cycling,cardio
36,F,51.6,57,8290,2884,cardio,cardio
32,F,69.9,65,13574,3182,cardio,cardio
33,M,77.9,63,5631,2957,cycling,cycling
41,M,70.9,61,6483,2722,hiit,strength
42,M,64.2,67,6001,2611,yoga,yoga
21,M,71.9,61,11089,3171,cycling,cardio
30,F,60.3,67,12636,2971,cardio,cardio
46,F,55.7,50,14921,3013,cycling,cardio
37,F,52.4,62,4808,2045,pilates,pilates
18,M,48.9,52,10929,3151,hiit,hiit
24,M,76.0,75,4855,2608,strength,strength
24,F,66.0,60,10520,3214,cardio,cardio
18,F,47.9,51,11320,2806,hiit,hiit
35,M,69.9,69,3429,2615,pilates,pilates
30,M,58.7,59,8419,2796,cardio,cycling
18,F,55.7,61,8701,2829,cycling,cycling
47,M,83.3,79,3972,2852,yoga,pilates
38,F,59.2,70,6022,2363,pilates,pilates
41,F,59.0,71,12610,2991,cardio,cardio
36,F,46.9,66,6504,2190,pilates,pilates
20,F,49.4,50,8932,2652,hiit,cardio
18,M,59.0,52,8701,3209,strength,hiit
26,M,54.1,56,7147,2571,cycling,cycling
31,M,54.2,64,11758,3014,cycling,cardio
41,M,68.1,62,9503,2967,hiit,cardio
34,F,67.1,63,6000,2303,yoga,yoga
18,F,53.5,59,10611,2859,cardio,cycling
30,F,65.0,50,7122,3128,cycling,cycling
18,F,45.0,50,9177,2873,cycling,cycling
18,M,71.2,51,10509,2863,cycling,cycling
28,M,70.2,67,4187,2917,strength,strength
30,F,57.7,66,5176,2976,strength,strength
35,F,65.7,62,6920,2639,strength,strength
23,M,90.8,53,9269,3181,cycling,cycling
21,M,60.9,58,11852,2905,cardio,cardio
38,M,64.8,70,9738,2856,strength,strength
36,F,45.0,70,5052,2497,cycling,cycling
35,M,82.6,62,7578,2553,yoga,yoga
34,F,66.0,65,12284,3271,hiit,hiit
22,M,85.0,52,12744,3320,hiit,cardio
20,M,80.7,54,9610,2924,hiit,hiit
29,F,81.8,67,10996,3069,cycling,cycling
21,M,57.4,50,10124,3018,hiit,hiit
26,M,66.7,63,7695,2965,yoga,yoga
44,M,51.5,62,12638,3104,cardio,cardio
33,F,63.2,75,13867,3296,cardio,cardio
28,M,83.8,58,14562,3309,cardio,cardio
27,F,81.7,51,11242,3474,cardio,cardio
33,M,74.6,58,6947,2716,cycling,cycling
18,F,53.2,54,11105,2843,hiit,hiit
29,M,58.4,59,7396,2771,cardio,cycling
27,M,67.9,67,13596,3376,cardio,cardio
22,M,48.7,59,14145,2836,cardio,cardio
43,M,66.7,59,4718,2820,yoga,yoga
40,M,63.9,57,8213,2846,cycling,cycling
41,F,58.9,56,7511,2820,cycling,cycling
25,F,57.7,64,6394,2590,cycling,cycling
32,M,58.5,62,6861,2653,pilates,pilates
18,F,45.0,55,11241,2941,cardio,cardio
32,M,59.7,74,7828,2849,strength,strength
21,F,45.0,55,13485,2709,cardio,cardio
56,F,79.1,70,8522,2901,strength,strength
18,F,60.5,58,8435,3303,cardio,cycling
33,M,79.9,69,8774,2968,cardio,cardio
23,M,81.6,55,13474,3207,cardio,cardio
18,M,60.3,54,9477,2932,hiit,hiit
18,F,61.0,50,8084,3196,hiit,hiit
18,M,63.8,52,6207,2451,hiit,hiit
18,F,45.0,60,11082,3178,hiit,hiit
35,F,55.4,75,5330,2523,strength,strength
39,M,79.5,66,7610,3052,pilates,yoga
25,M,76.6,57,11182,2864,cycling,cycling
22,M,74.1,69,6444,2790,cycling,cycling
32,M,69.6,67,10189,2634,pilates,pilates
18,F,61.2,50,14954,2908,cardio,cardio
33,M,67.4,56,4046,2795,pilates,pilates
32,M,68.4,56,11847,3291,cardio,cardio
24,F,54.6,66,14022,3087,cardio,cardio
21,F,52.2,58,10500,2789,cycling,cardio
18,M,79.9,74,13381,3141,cycling,cardio
38,F,62.3,77,6460,2626,pilates,pilates
24,F,64.6,53,10119,3205,cardio,cycling
18,M,81.4,68,13602,3125,cycling,cardio
39,F,60.1,52,9573,3452,hiit,hiit
30,M,57.9,50,11525,2853,hiit,hiit
25,F,54.6,60,12982,3147,cardio,cardio
45,F,71.4,65,9100,2531,yoga,yoga
33,M,69.7,52,12038,2839,hiit,cardio
30,F,61.4,62,4247,2903,pilates,pilates
42,F,74.3,61,7159,3038,cycling,cycling
18,M,45.0,50,10978,2675,cycling,cycling
23,F,45.0,65,7669,2603,cycling,cycling
28,M,70.0,50,4774,2901,cycling,cycling
31,M,70.5,61,9788,3022,cycling,cardio
