age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
34,F,60.9,59,7956,3206,hiit,hiit
50,M,66.1,69,4870,2807,strength,strength
49,M,70.5,72,6305,2788,yoga,yoga
57,F,49.4,66,5566,2654,yoga,yoga
59,M,72.2,69,7895,2544,yoga,yoga
56,M,70.3,77,7402,2734,pilates,yoga
57,M,64.5,66,5351,2539,pilates,yoga
60,M,71.0,74,4790,2689,yoga,yoga
57,M,61.0,72,7829,2628,yoga,yoga
19,M,58.5,60,13074,2817,hiit,hiit
40,F,67.7,65,6581,2828,yoga,yoga
39,F,55.9,65,8495,2524,pilates,pilates
32,F,54.3,53,9748,2632,strength,strength
31,M,57.7,58,9468,3038,cycling,cycling
35,M,71.1,72,5619,2328,yoga,yoga
70,M,72.6,75,4859,2794,yoga,yoga
27,M,57.2,59,6344,2697,cycling,cycling
46,F,54.0,61,7638,2683,yoga,yoga
52,F,49.2,69,6909,2670,pilates,yoga
57,M,80.6,57,7084,2682,strength,strength
48,F,57.9,66,10647,2570,pilates,pilates
43,F,53.5,71,7757,2559,strength,strength
28,M,68.3,54,8079,3223,cycling,cycling
42,M,73.2,59,6055,3048,cycling,cycling
48,F,62.3,67,12316,2897,cardio,cardio
41,M,52.9,76,10086,2301,yoga,yoga
53,M,60.1,69,10892,3013,pilates,pilates
32,M,56.3,54,6860,2767,cycling,cycling
33,M,72.8,58,11743,3120,cardio,cardio
44,F,77.6,72,8595,2671,yoga,yoga
49,F,55.3,71,5558,2603,yoga,pilates
48,M,82.1,71,7285,3054,yoga,yoga
44,F,45.0,56,8399,2607,cycling,cycling
39,F,56.8,65,5892,2493,yoga,yoga
42,M,78.0,65,7118,2764,yoga,yoga
54,F,70.4,77,2000,2293,pilates,yoga
52,M,83.2,74,7674,2940,yoga,yoga
48,M,85.4,66,7688,2785,strength,strength
54,M,62.6,77,5333,2204,yoga,yoga
44,F,61.2,83,6044,2797,yoga,yoga
48,M,72.1,63,7799,2813,strength,strength
58,M,47.3,63,9555,2896,cycling,cycling
35,M,73.1,62,10042,2736,cardio,cardio
51,M,80.1,66,7463,2809,cycling,cycling
48,M,69.2,74,7810,2935,strength,strength
52,F,51.0,62,5197,2302,pilates,yoga
44,F,66.4,57,6804,2756,hiit,hiit
50,F,56.4,69,6159,2559,pilates,yoga
40,M,69.5,59,8811,2703,hiit,hiit
50,M,61.0,73,6416,2311,yoga,yoga
35,F,71.0,65,12256,3137,hiit,hiit
32,F,45.0,54,10839,2770,cardio,cardio
56,F,71.2,64,6874,2710,yoga,yoga
56,F,72.8,67,7921,3172,pilates,pilates
56,M,77.2,80,5174,3157,pilates,yoga
37,M,64.9,69,4133,2722,strength,strength
44,M,68.0,62,12693,3194,strength,hiit
43,M,66.4,68,10445,2847,pilates,pilates
43,M,61.7,67,7005,2723,pilates,pilates
44,F,45.0,72,3945,2588,yoga,yoga
54,F,54.1,58,6864,2312,yoga,yoga
41,F,73.6,71,5207,3072,strength,strength
46,F,56.2,58,8134,2761,hiit,hiit
30,F,56.1,77,10059,3010,strength,strength
42,F,48.8,61,14217,2998,cardio,cardio
51,F,61.2,61,4903,3153,yoga,yoga
37,M,60.7,60,5963,3059,strength,strength
50,F,73.6,64,7407,2776,pilates,yoga
33,M,84.1,53,14094,3394,hiit,hiit
57,F,45.0,67,6288,2147,yoga,yoga
56,F,52.5,63,5190,2479,strength,strength
32,M,53.5,53,10334,2962,cycling,cycling
54,M,69.3,65,8116,2854,yoga,yoga
43,M,81.6,60,4310,2534,yoga,yoga
56,F,66.2,68,5445,2806,pilates,yoga
19,F,68.2,59,14093,3028,hiit,hiit
40,F,63.8,71,2000,2690,yoga,yoga
38,F,61.4,63,4186,2452,yoga,yoga
48,M,74.0,72,5729,2683,yoga,yoga
30,M,50.4,73,9008,2599,yoga,yoga
49,M,78.0,62,6908,2723,pilates,yoga
46,F,75.1,69,2000,2533,pilates,yoga
30,M,96.5,54,8658,3388,cycling,cycling
45,M,79.8,70,7397,2732,yoga,yoga
45,M,67.9,66,3615,2131,pilates,yoga
46,F,77.6,66,5201,3044,yoga,yoga
51,M,69.1,66,6230,2815,yoga,yoga
54,F,49.2,73,5742,2444,yoga,yoga
32,F,58.7,59,10343,2685,hiit,hiit
44,M,50.6,56,9705,2682,yoga,yoga
46,F,74.7,54,7469,3119,yoga,yoga
30,F,61.1,63,13122,3267,cardio,cardio
27,M,68.0,56,10424,2814,cardio,cardio
34,F,59.1,70,2497,2466,pilates,pilates
