age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
29,M,55.9,63,3475,2835,pilates,pilates
18,M,59.5,66,4520,2556,yoga,yoga
30,M,60.6,64,6109,2318,pilates,pilates
24,M,75.5,62,9550,2900,pilates,pilates
18,F,51.8,69,6590,2693,hiit,strength
18,F,51.7,73,6199,2353,strength,strength
29,F,62.1,50,9942,2900,pilates,pilates
37,M,91.9,69,10661,3086,yoga,pilates
18,F,73.7,69,6165,3039,pilates,pilates
18,M,67.4,63,10653,2951,cycling,cardio
18,M,45.0,62,10864,2714,strength,strength
30,M,65.6,52,7317,2564,yoga,yoga
18,F,53.3,59,13024,2865,cycling,cycling
24,F,55.4,60,6639,2461,yoga,yoga
18,F,61.0,59,4031,2453,pilates,pilates
37,M,63.0,60,7025,2599,yoga,yoga
18,F,45.0,67,5113,2627,yoga,yoga
18,M,66.9,62,7493,3268,cycling,cycling
30,F,59.0,57,5723,2736,yoga,yoga
18,F,66.8,74,5622,2884,cardio,cycling
24,F,45.0,67,8026,2440,yoga,pilates
19,M,52.2,75,6845,2498,yoga,pilates
18,M,76.8,50,9805,3366,cycling,cycling
18,F,73.3,51,6404,2977,cardio,cycling
18,F,56.9,58,14867,3120,hiit,cardio
18,F,57.7,59,8047,2639,hiit,hiit
19,F,65.7,67,4607,2665,pilates,pilates
18,F,45.5,67,5313,2336,strength,strength
18,M,74.1,50,6989,2695,strength,strength
27,M,66.7,59,6159,2744,strength,strength
18,M,57.4,57,7952,3041,cycling,cycling
18,F,71.2,50,11858,3192,cardio,cardio
18,F,54.9,57,7650,2829,cycling,cycling
35,M,83.2,63,5427,2836,strength,strength
18,F,48.1,68,3958,2301,yoga,pilates
18,M,86.7,72,4603,2886,yoga,pilates
31,F,62.7,64,9622,2706,yoga,yoga
18,F,78.1,65,7588,2916,strength,strength
18,F,69.5,57,9699,2698,strength,strength
18,F,75.1,50,8353,2599,cycling,cycling
26,M,61.2,68,7940,2233,yoga,pilates
18,M,93.9,63,11643,3234,cardio,cardio
18,F,51.5,67,5870,2595,strength,strength
26,M,54.0,55,4560,2386,strength,strength
18,F,63.5,54,8509,2925,cycling,cycling
26,M,51.2,63,7443,2673,yoga,yoga
18,F,45.0,57,2700,1996,yoga,yoga
18,M,68.8,61,10852,3434,cardio,cardio
19,F,65.4,57,7414,3015,yoga,yoga
28,F,45.0,69,3942,2331,pilates,pilates
18,F,69.8,59,9160,2731,strength,strength
25,M,65.6,54,11602,3070,cardio,cardio
18,F,63.0,51,12798,2951,cardio,cardio
18,M,67.1,54,11509,3178,cycling,cycling
18,F,45.0,50,10084,2631,hiit,hiit
26,F,65.5,61,6958,2924,pilates,pilates
18,M,62.1,69,7327,2738,yoga,yoga
18,M,45.0,60,7792,2966,cardio,cycling
18,M,73.3,62,11379,3500,cycling,cardio
32,F,52.2,60,6952,2137,yoga,yoga
18,F,45.0,65,3213,2269,yoga,yoga
23,M,64.6,67,4332,2543,yoga,yoga
18,F,45.0,69,7642,2516,strength,strength
25,M,60.4,57,14250,3046,cardio,cardio
18,M,69.2,58,3897,2413,strength,strength
29,M,72.5,68,8200,3130,strength,strength
25,F,45.0,67,6035,2690,pilates,pilates
18,F,66.0,64,8460,2937,yoga,pilates
18,F,75.0,66,10103,2953,cycling,cycling
18,M,63.6,71,12282,2944,cardio,cardio
24,F,45.0,70,5769,2531,yoga,yoga
28,F,62.2,59,8275,2637,pilates,yoga
23,F,58.8,66,3817,2286,pilates,pilates
23,F,65.4,50,8738,2958,hiit,hiit
21,M,59.6,62,5628,2563,yoga,yoga
23,M,61.5,65,10236,2795,strength,strength
26,M,62.8,52,8124,2859,strength,strength
30,M,69.4,67,10686,2815,yoga,yoga
33,M,57.8,65,7903,2332,pilates,pilates
28,F,54.4,62,6672,2645,pilates,pilates
18,M,73.0,55,11072,3200,cardio,cardio
18,M,68.9,56,7080,2347,yoga,pilates
24,F,56.2,73,8791,2938,pilates,pilates
26,M,67.1,65,3825,2377,yoga,yoga
21,M,82.1,60,4263,2783,yoga,yoga
21,F,56.9,58,8655,2895,strength,strength
18,F,70.5,56,13083,3014,hiit,cardio
22,F,68.5,63,8423,2665,pilates,pilates
20,F,45.0,68,6266,2974,pilates,pilates
18,F,47.3,61,7764,2394,pilates,pilates
18,F,49.2,68,4105,2681,strength,strength
18,F,45.0,54,12239,3104,cardio,cardio
30,F,54.8,57,9779,2704,cycling,cycling
18,M,64.7,66,7400,2558,yoga,yoga
18,F,56.2,55,2365,2582,strength,strength
37,F,67.9,74,8678,3235,yoga,pilates
21,F,66.0,64,9154,2986,yoga,pilates
18,M,70.1,52,3138,2870,strength,strength
18,F,56.0,57,7963,2635,pilates,pilates
18,M,62.2,66,6647,2377,pilates,pilates
18,F,60.3,53,11440,3500,hiit,hiit
28,M,69.2,65,3496,2536,pilates,pilates
18,M,68.3,52,5054,2724,cardio,cycling
24,M,72.3,60,9190,2520,yoga,yoga
18,F,55.7,64,7711,3039,hiit,strength
22,M,45.0,51,8613,2743,strength,strength
26,F,69.3,70,4677,2397,pilates,pilates
18,M,62.1,61,7363,2646,cardio,cardio
19,M,58.4,66,7807,3076,hiit,strength
23,M,63.4,55,2928,2372,yoga,yoga
28,F,51.0,66,9441,2924,pilates,pilates
18,M,87.5,74,8099,3301,pilates,pilates
