age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
46,F,45.0,54,6746,2214,pilates,pilates
41,M,62.7,71,5964,2483,yoga,yoga
34,M,78.9,61,8085,2804,strength,strength
47,F,45.0,60,4961,2553,strength,strength
40,M,65.4,78,6430,2595,strength,strength
48,M,83.2,68,5307,2732,strength,strength
36,M,105.7,61,9672,3500,cycling,cycling
31,F,80.3,54,10822,2967,hiit,cardio
43,F,45.0,71,4864,2658,strength,strength
47,F,81.2,69,5548,2591,pilates,pilates
49,F,64.8,66,8448,2965,hiit,strength
41,M,65.4,67,7328,2933,strength,strength
27,M,63.6,64,11762,2922,cardio,cardio
26,F,74.5,59,8451,3348,cardio,cycling
40,F,70.2,55,6501,2965,cycling,cycling
48,M,83.8,65,6312,3164,yoga,pilates
43,F,74.7,60,9956,2838,cycling,cycling
30,F,76.0,59,13780,3266,cardio,cardio
33,F,60.6,55,8044,2952,cycling,cycling
40,F,57.0,68,10467,2805,cycling,cycling
48,F,72.1,64,6864,2404,yoga,yoga
50,F,58.7,70,14131,3045,cycling,cardio
49,F,45.0,72,5132,2542,pilates,pilates
33,F,75.3,60,10215,2947,strength,strength
41,M,70.0,59,13032,3500,cardio,cardio
38,M,72.7,69,12194,2798,cardio,cardio
35,F,85.4,61,6867,2825,cardio,cycling
45,M,73.5,66,5049,2290,pilates,yoga
36,M,71.5,69,8964,3126,cycling,cycling
36,M,72.0,62,8688,2654,cycling,cycling
34,M,74.7,68,13619,3500,cardio,cardio
38,M,45.0,62,8350,2674,cycling,cycling
43,F,67.3,65,2995,2562,strength,strength
20,F,51.6,61,12382,3188,cycling,cycling
33,M,55.6,64,4492,2953,cycling,cycling
40,M,51.6,64,6593,2651,strength,strength
53,M,71.9,70,4982,2274,yoga,yoga
41,F,68.9,64,6648,3053,cycling,cycling
60,M,83.0,66,4523,2573,pilates,pilates
26,M,81.4,65,5751,3165,hiit,hiit
40,F,57.6,66,6430,3103,strength,strength
43,M,55.1,68,5291,2780,strength,strength
57,F,69.0,74,5611,2731,yoga,yoga
40,M,71.7,64,12335,2962,hiit,hiit
