age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
60,F,64.2,75,8933,3116,cardio,cycling
64,M,85.1,71,6943,2414,pilates,yoga
70,M,67.4,76,6744,2858,yoga,yoga
70,M,83.3,64,9479,2886,cardio,cardio
67,F,80.3,63,15000,3379,cardio,cardio
45,F,45.0,70,11657,3115,cardio,cardio
61,M,94.4,68,11641,3500,cardio,cardio
58,F,61.7,70,7986,3036,cycling,cycling
66,M,79.0,71,9251,3101,cardio,cardio
70,M,60.4,73,7464,2817,pilates,yoga
63,F,73.4,56,10150,2940,hiit,cardio
70,F,48.1,68,4398,2584,yoga,yoga
51,M,71.1,61,8283,2899,cardio,cardio
70,M,78.6,78,9956,3078,strength,strength
55,M,62.8,65,11285,2841,cardio,hiit
70,M,88.6,74,5252,2469,yoga,yoga
58,M,66.5,64,12225,3074,cardio,hiit
52,M,76.0,63,8243,2981,hiit,hiit
52,F,56.3,72,8713,2624,hiit,hiit
46,M,45.0,61,11070,3270,hiit,hiit
70,M,64.9,61,12547,3055,cardio,cardio
70,F,60.8,69,13357,3336,hiit,hiit
59,F,46.9,56,11406,2837,hiit,hiit
63,F,67.1,59,11569,3188,hiit,hiit
70,M,51.4,79,5687,2134,yoga,yoga
64,M,96.6,69,10539,3405,cardio,cardio
57,F,59.8,67,9597,2843,hiit,hiit
70,F,78.8,78,10401,3257,cycling,cardio
66,M,97.4,58,10325,3500,hiit,hiit
55,M,63.5,64,9118,2645,strength,hiit
64,F,73.2,68,10970,2794,cardio,cardio
69,M,77.6,69,3744,2945,strength,strength
63,M,86.4,67,8714,2902,hiit,hiit
53,F,61.9,65,12141,3007,hiit,hiit
70,F,81.3,71,4870,2650,yoga,yoga
70,M,75.5,75,12913,3209,cardio,cardio
69,M,75.9,74,9750,3108,cardio,cardio
62,F,68.3,61,9590,3030,cardio,hiit
62,F,69.2,67,7875,2955,hiit,strength
68,M,80.2,60,7584,3155,hiit,hiit
68,M,69.8,62,7721,3303,hiit,hiit
70,M,92.7,69,7526,2796,strength,strength
70,M,49.4,72,5883,2539,yoga,yoga
59,M,76.8,66,6000,2984,strength,strength
70,F,56.4,61,3997,2718,pilates,pilates
66,M,66.9,74,9766,2943,cardio,cardio
57,F,77.3,65,13774,3351,hiit,cardio
49,M,54.1,59,14138,3047,cardio,cardio
67,M,81.1,72,7031,3033,pilates,pilates
60,M,61.3,58,6243,2878,hiit,hiit
70,F,63.9,69,4566,2257,yoga,yoga
61,F,58.3,73,11267,2869,cardio,cardio
70,F,86.0,58,6435,3027,pilates,yoga
70,F,83.5,71,11717,3101,cardio,cardio
61,F,85.5,71,5554,3111,strength,strength
70,F,49.4,72,2103,2016,yoga,yoga
70,F,62.0,63,7014,2425,yoga,yoga
62,F,61.1,71,7898,2506,cardio,cardio
60,M,79.0,67,14365,3220,cardio,cardio
70,F,68.6,74,9094,3280,cardio,hiit
52,M,84.1,70,9548,3450,hiit,hiit
70,M,93.5,89,2099,2546,pilates,yoga
63,M,73.4,73,10968,3317,cardio,hiit
67,M,87.9,63,4736,2703,strength,strength
41,M,69.9,61,12482,3500,hiit,hiit
53,F,46.9,59,14294,2957,hiit,hiit
59,F,45.0,71,10693,2919,cardio,cardio
70,F,70.2,86,5639,2642,pilates,pilates
53,F,59.8,51,8669,3185,cardio,hiit
70,M,79.1,66,7052,2827,yoga,pilates
54,M,55.3,58,14422,3166,cardio,cardio
70,F,81.8,62,12674,3470,cardio,cardio
70,F,61.9,70,15000,3242,cardio,cardio
59,M,69.6,65,11331,3256,cardio,cardio
70,F,58.5,64,5412,2481,yoga,yoga
60,M,80.1,53,11210,3097,hiit,hiit
70,M,92.3,56,13454,3160,cardio,cardio
63,M,83.8,68,12083,3336,cardio,cardio
70,M,56.2,77,8141,2968,pilates,pilates
70,F,89.2,75,10015,3021,yoga,yoga
70,F,56.0,70,9138,2723,hiit,strength
70,M,97.1,73,4812,2644,yoga,yoga
54,M,71.2,72,3447,2459,pilates,pilates
66,M,81.5,75,10042,2931,cardio,cardio
70,M,70.4,59,10333,3061,cardio,cardio
45,M,61.6,68,9838,3298,hiit,hiit
67,F,69.0,71,11492,3138,cardio,cardio
70,M,86.5,78,12281,2918,pilates,pilates
70,M,81.1,71,8258,3261,cycling,cycling
63,F,73.4,67,15000,3310,cardio,cardio
70,F,62.5,79,8317,2779,pilates,pilates
60,M,70.8,66,8189,3436,hiit,hiit
62,M,90.0,74,5093,2562,pilates,pilates
70,M,99.9,83,9188,3447,cycling,cardio
68,F,45.0,69,5549,2213,strength,strength
70,M,90.1,71,5902,2608,pilates,pilates
70,F,68.2,75,5665,2396,yoga,yoga
70,F,73.0,63,6394,2350,strength,strength
70,F,70.7,71,4710,2794,pilates,pilates
70,M,75.9,69,6746,2829,pilates,pilates
70,M,62.5,66,9039,3224,cycling,cardio
61,F,72.0,62,10237,3157,strength,hiit
70,F,65.8,65,12140,3255,cardio,cardio
70,F,71.7,79,4233,2083,yoga,yoga
65,F,45.0,71,4921,2518,pilates,pilates
64,F,75.3,62,13748,3333,cycling,cardio
70,M,96.7,72,6320,3034,pilates,pilates
68,F,70.2,62,5121,2471,yoga,yoga
70,F,63.0,69,3423,2525,strength,strength
68,M,75.9,66,15000,3261,hiit,cardio
65,M,81.1,62,12526,3412,hiit,hiit
61,F,54.3,68,10694,2970,cardio,cardio
70,M,70.5,69,4006,2602,yoga,yoga
70,F,57.0,73,8920,2628,strength,strength
70,M,84.8,67,5990,2975,yoga,yoga
70,M,75.5,80,6616,2847,pilates,pilates
69,F,66.3,61,12364,3456,hiit,hiit
