age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
36,M,67.9,71,13224,3037,cycling,cardio
44,M,46.7,62,2961,2143,pilates,pilates
48,M,62.8,60,7630,2722,cycling,cycling
30,F,49.8,62,3348,2257,strength,strength
48,F,53.8,67,7496,2466,strength,strength
33,F,55.8,59,10581,2986,hiit,hiit
45,F,54.8,73,8593,2511,strength,strength
30,M,60.8,68,15000,3367,hiit,hiit
31,F,45.4,64,9060,2813,strength,strength
20,M,59.7,50,13410,2910,hiit,hiit
47,M,71.2,68,5693,2762,pilates,yoga
36,M,69.1,62,5156,3051,cycling,cycling
39,F,49.6,64,10110,3115,cardio,cycling
35,F,50.1,67,9200,2615,strength,hiit
36,F,50.8,75,7838,2723,cycling,cycling
37,F,59.9,65,3584,2474,hiit,strength
46,F,53.0,69,6070,2634,cycling,cycling
36,F,71.9,62,8803,2910,cycling,cycling
34,F,71.1,72,10545,3165,hiit,hiit
32,F,64.6,66,5952,3205,hiit,hiit
26,F,73.6,50,5714,3017,strength,strength
39,M,68.5,65,7501,2891,hiit,strength
33,M,86.4,60,5367,3134,cycling,cycling
57,F,59.1,68,9236,2724,hiit,strength
40,M,100.6,63,9554,3416,cycling,cycling
37,M,83.4,51,3434,2972,strength,strength
40,F,54.4,73,10814,2593,strength,strength
31,F,55.0,66,12027,3155,cycling,cycling
33,F,57.3,56,8205,2941,hiit,hiit
43,M,59.0,74,8900,2744,hiit,strength
37,F,61.8,56,7424,2939,hiit,hiit
56,M,90.2,66,7919,3150,pilates,pilates
42,M,61.0,64,6523,2422,cycling,cycling
35,F,75.9,62,12468,3219,cardio,cardio
36,F,82.0,50,7111,3193,hiit,hiit
41,M,73.9,64,12272,3500,hiit,hiit
30,F,45.0,60,7040,2583,hiit,hiit
51,F,71.0,68,10450,2844,strength,strength
43,M,61.5,56,4868,2830,cycling,cycling
28,F,79.3,57,9079,3389,cycling,cycling
44,F,72.3,60,8356,2859,strength,strength
52,M,74.9,63,9978,3144,hiit,hiit
35,M,45.0,59,7698,2940,strength,strength
27,M,58.7,56,8546,3161,hiit,hiit
38,M,63.4,61,11431,2805,cycling,cardio
43,F,62.9,67,10190,3032,cardio,hiit
51,M,82.8,63,9291,3129,strength,strength
45,F,75.0,52,12194,3298,cardio,hiit
34,M,72.3,52,8636,2982,cycling,cycling
37,F,60.6,65,8162,2943,cycling,cycling
47,M,76.8,64,5159,3143,cycling,cycling
49,M,55.4,64,5070,2418,pilates,pilates
43,F,61.1,65,10902,2834,hiit,hiit
42,F,52.6,54,9050,2914,hiit,hiit
47,F,64.9,60,6676,2662,pilates,pilates
27,F,66.2,65,11140,3034,strength,strength
21,F,52.3,60,13014,3315,hiit,hiit
23,M,104.1,56,7866,3468,hiit,hiit
39,M,64.2,64,5524,2517,cycling,cycling
