age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
54,F,51.9,65,4664,2391,yoga,yoga
52,F,80.5,76,6785,2928,yoga,yoga
54,F,73.8,70,8552,3197,strength,strength
53,M,81.6,70,10152,3192,yoga,yoga
70,F,67.6,66,5437,2450,yoga,yoga
43,M,70.2,71,4322,2907,strength,strength
58,M,69.3,64,3507,2393,yoga,yoga
47,M,81.8,68,7652,2713,strength,strength
70,M,96.7,90,6216,2932,yoga,yoga
56,F,50.1,64,10255,2995,hiit,strength
67,M,69.2,58,6917,2971,strength,strength
50,M,69.2,77,5860,2481,pilates,pilates
54,M,73.2,68,5422,2859,yoga,yoga
59,M,77.2,67,5113,2694,pilates,pilates
64,F,61.9,62,6229,2670,yoga,yoga
63,F,70.2,64,3562,2494,yoga,yoga
54,F,56.1,63,13950,3156,cardio,cardio
62,F,72.2,61,6678,2412,yoga,yoga
56,M,64.2,69,6752,2529,pilates,pilates
64,F,65.1,60,5235,2971,cardio,cycling
70,M,106.0,78,4014,3142,pilates,pilates
59,M,77.9,63,6993,2854,yoga,yoga
70,F,64.8,69,6584,2628,yoga,yoga
53,F,64.6,71,12005,3190,cardio,cardio
51,F,45.0,61,7568,2718,strength,strength
48,F,45.0,55,7111,3099,cycling,cycling
47,M,57.7,69,11100,2647,cardio,cardio
55,F,53.8,69,3511,2486,yoga,yoga
53,F,83.0,60,8011,3127,cycling,cycling
57,M,77.4,66,10141,3251,strength,hiit
53,F,68.3,67,5810,2533,yoga,yoga
50,M,87.4,70,14941,3324,hiit,cardio
49,M,75.7,54,12766,3218,cardio,cardio
53,M,75.4,67,3236,2515,yoga,yoga
51,M,78.5,59,7369,2780,yoga,yoga
64,F,78.6,65,9051,2552,pilates,pilates
59,M,67.7,85,4736,2470,pilates,yoga
60,F,57.6,63,12012,2566,cardio,cardio
54,M,66.8,80,5663,2285,yoga,yoga
62,M,108.7,63,4592,3097,yoga,yoga
67,M,61.7,67,5000,2479,yoga,yoga
51,F,64.4,73,6689,2468,yoga,yoga
65,F,78.1,66,7039,3128,cardio,cycling
54,F,63.1,66,2928,2535,pilates,pilates
70,M,77.7,65,9649,2786,pilates,pilates
39,M,81.5,64,6540,2862,cycling,cycling
60,M,79.5,76,5351,2746,pilates,pilates
69,F,100.6,78,8708,3244,pilates,pilates
70,M,92.1,78,6716,3210,yoga,yoga
55,M,81.5,60,5544,3056,strength,strength
51,F,45.0,55,10871,2671,cardio,cardio
70,F,61.9,64,7998,2958,strength,strength
58,M,53.3,73,12641,2996,hiit,cardio
43,M,55.0,66,6180,2564,strength,strength
70,M,67.0,65,3914,2440,yoga,yoga
65,F,51.5,62,9585,2808,strength,strength
53,F,67.1,66,9083,2971,cycling,cycling
45,M,74.3,66,3408,2888,cycling,cycling
70,M,51.6,67,3798,2251,yoga,yoga
57,M,50.5,63,10521,3043,cycling,cycling
49,F,57.9,53,10164,3103,hiit,hiit
68,M,68.7,75,7543,2471,pilates,yoga
41,F,49.3,58,8681,2666,cycling,cycling
70,F,69.1,67,8250,2472,pilates,yoga
43,M,84.9,58,8988,3116,hiit,hiit
60,F,59.0,65,14707,2949,cardio,cardio
55,F,64.9,61,8410,2893,cycling,cycling
56,M,54.1,53,11168,2558,cardio,cardio
46,M,87.9,77,8919,3333,cycling,cycling
56,M,86.4,59,14719,3206,cardio,cardio
54,F,56.6,69,8402,3354,cardio,cycling
62,M,71.8,71,5384,2531,yoga,pilates
34,F,65.9,50,9392,2915,hiit,hiit
45,F,45.0,60,10784,2763,hiit,hiit
46,F,60.3,59,9580,2980,cardio,cycling
52,F,52.9,68,6157,2436,pilates,yoga
56,M,56.2,50,10685,3077,hiit,hiit
65,M,76.8,62,6860,2542,yoga,yoga
65,M,85.0,70,6879,2695,yoga,pilates
46,F,48.2,59,9899,2752,cycling,cycling
70,F,75.9,74,6912,2582,pilates,pilates
45,M,71.3,56,4694,2822,strength,strength
59,F,59.1,79,6873,2908,yoga,yoga
62,F,93.9,69,8535,3124,yoga,yoga
70,F,69.0,80,6508,2469,strength,strength
70,F,66.0,61,2000,2731,cycling,cycling
58,M,71.8,74,2646,2691,yoga,yoga
55,F,90.7,68,9866,3288,hiit,hiit
40,F,51.3,50,10400,3159,hiit,hiit
66,F,79.7,79,8196,3019,yoga,yoga
40,F,54.6,65,7411,2859,strength,strength
59,F,58.3,68,5965,2250,pilates,pilates
70,F,75.5,71,8404,2921,pilates,pilates
49,M,80.7,63,5888,2585,yoga,yoga
49,F,57.6,74,6315,2996,yoga,yoga
67,M,66.2,60,2000,2227,pilates,yoga
68,F,49.9,62,7429,2304,yoga,yoga
58,M,87.1,73,10854,3276,strength,strength
59,M,74.7,75,5880,2945,hiit,strength
68,M,117.7,72,6856,3500,strength,strength
45,M,51.5,59,8420,2852,cardio,cycling
50,M,75.8,74,12456,3076,cardio,cardio
40,M,51.7,66,7284,2795,cycling,cycling
55,M,71.3,61,6083,2743,strength,strength
55,F,52.1,71,9198,3028,pilates,pilates
69,M,97.5,69,11134,3206,cardio,cardio
54,M,76.6,61,11106,2888,cycling,cardio
64,M,62.1,70,3106,2505,pilates,yoga
51,M,68.4,68,8754,2816,yoga,yoga
70,F,63.2,77,5194,2673,pilates,pilates
57,F,45.0,66,4989,2451,pilates,yoga
59,M,78.7,69,8305,2525,cycling,cycling
44,M,57.7,74,9580,2833,cardio,cardio
54,F,49.3,74,6284,2429,pilates,pilates
60,F,55.4,75,7190,2888,hiit,strength
55,F,57.9,72,2066,2463,yoga,yoga
55,M,89.7,80,6054,2822,yoga,yoga
48,F,45.0,73,12954,2762,cardio,cardio
70,F,74.5,72,6831,3001,strength,strength
48,F,47.5,56,12116,2657,cardio,cardio
69,F,69.9,80,6111,2760,yoga,yoga
49,F,64.3,52,6779,2677,cardio,cycling
60,M,75.3,55,7411,2626,yoga,yoga
50,F,51.7,62,12862,2865,cardio,cardio
70,F,83.1,70,3203,2652,yoga,yoga
70,M,71.0,67,6049,2728,yoga,yoga
64,M,60.5,79,8115,2568,yoga,yoga
70,F,46.8,71,6024,2077,yoga,yoga
50,F,59.7,60,9495,2796,hiit,hiit
56,M,83.4,56,13315,3226,cardio,cycling
60,F,46.9,66,8981,2636,pilates,pilates
48,M,58.8,74,7439,2608,yoga,yoga
70,F,52.6,75,7943,2693,yoga,yoga
50,M,74.0,68,7305,2803,yoga,yoga
40,F,55.6,54,9887,2805,hiit,hiit
69,M,73.8,60,5543,2622,yoga,pilates
47,M,69.9,69,9343,2735,cycling,cardio
55,M,72.2,75,8960,2488,pilates,pilates
49,F,45.0,69,8797,2830,cardio,cardio
70,M,81.4,72,7896,2674,yoga,yoga
63,M,92.9,67,6294,2856,strength,strength
41,M,78.8,61,6382,2297,strength,strength
69,F,45.0,64,6015,2582,yoga,yoga
48,M,65.7,66,5436,2818,strength,strength
66,M,94.0,80,7208,3214,yoga,yoga
