age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
55,F,45.0,58,9871,2782,cardio,cardio
33,M,65.5,50,8934,3196,cardio,cardio
70,F,66.2,79,6733,2720,yoga,pilates
49,M,88.0,70,14070,3380,cardio,cardio
34,M,60.0,58,4003,2948,cycling,cycling
57,M,76.8,60,9605,3008,cycling,cycling
67,F,60.1,69,8011,2648,pilates,pilates
55,M,77.1,61,8854,2598,cardio,hiit
41,M,62.1,62,7292,2789,strength,strength
68,M,71.9,75,7027,2498,pilates,pilates
51,M,73.4,68,7856,3225,hiit,hiit
46,F,50.5,71,8224,2913,cycling,cycling
62,M,92.0,69,8648,3210,cycling,cycling
46,M,75.1,61,14647,3383,strength,hiit
52,F,62.1,62,11882,3500,hiit,hiit
70,M,62.8,74,8860,2886,cardio,cycling
68,M,82.4,68,5626,2556,pilates,yoga
47,F,87.0,75,11350,2972,cardio,cardio
46,F,57.4,71,8910,2928,hiit,hiit
51,M,45.0,58,9705,2890,hiit,hiit
61,M,78.0,68,4097,2700,strength,strength
58,M,89.4,71,5642,2770,pilates,pilates
46,M,70.5,61,8359,2917,hiit,hiit
65,M,78.9,65,4096,2554,pilates,pilates
45,F,60.8,67,12795,3020,hiit,hiit
68,M,75.7,76,6885,2757,pilates,pilates
62,F,68.4,63,7359,3012,yoga,pilates
49,M,78.3,52,11359,2661,cardio,cardio
55,F,67.4,68,9019,2846,pilates,pilates
64,M,87.3,75,7155,3031,pilates,pilates
53,M,77.4,65,5406,2574,pilates,pilates
40,F,47.6,75,6578,2948,cardio,cycling
32,F,74.0,54,10199,2887,cardio,hiit
61,M,72.9,69,12881,3052,hiit,cardio
70,F,52.6,86,5016,2462,pilates,pilates
58,M,70.8,67,14507,2832,cardio,cardio
60,F,66.4,61,8473,2875,hiit,hiit
68,M,92.6,57,7429,3384,strength,strength
46,F,49.9,58,12053,2984,hiit,hiit
51,M,73.3,69,7300,3068,cycling,cycling
53,M,90.6,65,7489,3102,hiit,hiit
58,M,77.3,80,7543,2725,yoga,pilates
61,M,75.2,62,5397,2891,pilates,pilates
45,F,63.8,66,7596,2938,hiit,hiit
62,F,48.7,78,8094,2241,pilates,pilates
39,F,64.5,62,13137,3191,cycling,cardio
38,F,61.2,57,11271,3042,hiit,hiit
65,M,80.9,58,10686,3350,pilates,pilates
46,M,79.1,70,6607,2956,yoga,yoga
67,M,96.9,73,5981,2849,pilates,pilates
59,F,65.9,66,7507,2863,cycling,cycling
42,F,62.7,60,9846,3081,cardio,hiit
45,F,54.8,51,12850,3016,strength,hiit
60,M,62.2,63,11908,3259,hiit,strength
52,F,60.2,73,5361,2408,cycling,cycling
70,M,84.5,72,5700,2885,yoga,pilates
66,F,46.0,70,6290,2869,yoga,yoga
42,F,54.8,58,9367,2649,hiit,hiit
57,M,101.7,55,7724,3423,hiit,hiit
58,F,45.0,72,10919,2807,cycling,cycling
53,F,69.7,66,10605,2880,strength,strength
52,M,63.7,67,9893,2996,cycling,cycling
63,M,72.5,69,3710,2510,pilates,pilates
50,M,73.1,67,9827,3419,hiit,hiit
70,F,59.2,69,4973,2607,pilates,pilates
70,F,79.7,67,6594,3058,yoga,pilates
59,M,74.2,66,6202,3091,yoga,pilates
70,M,90.0,69,7139,3023,pilates,pilates
55,F,56.3,63,7606,2661,hiit,strength
52,M,87.3,54,10979,2983,hiit,hiit
54,F,45.0,74,9516,2997,hiit,hiit
59,M,63.1,75,4306,2457,pilates,pilates
57,F,71.2,72,6707,2265,pilates,yoga
47,M,95.0,61,7996,3386,cycling,cycling
64,M,64.3,63,6654,2566,yoga,yoga
52,F,69.0,76,5963,2561,strength,strength
54,M,63.1,61,12877,2927,cardio,cardio
48,F,50.3,60,11053,2796,hiit,hiit
64,F,61.1,67,11044,2690,cycling,cycling
56,F,68.2,70,8985,2788,pilates,pilates
58,F,69.6,68,6090,2677,yoga,yoga
58,M,70.8,64,7728,2980,cycling,cycling
61,F,66.6,68,10397,3269,cardio,cardio
48,F,59.1,71,7803,2459,strength,strength
57,M,85.1,75,6009,2857,strength,strength
64,M,45.0,68,3817,2357,pilates,pilates
55,M,45.0,74,5773,2601,yoga,yoga
70,F,51.4,66,6305,2509,pilates,pilates
68,F,51.4,75,5293,2254,yoga,pilates
54,F,46.4,60,8680,2638,hiit,hiit
56,F,45.3,57,14224,2605,hiit,hiit
57,M,82.3,62,13214,3145,cardio,cardio
45,F,69.3,59,12502,2993,hiit,cardio
42,F,53.4,60,5558,2690,hiit,hiit
53,F,58.5,76,8951,2537,pilates,pilates
55,F,56.1,58,5628,3205,cycling,cycling
49,M,54.6,56,11304,2918,hiit,hiit
66,F,76.7,58,9873,3301,cycling,cycling
50,F,68.6,65,7922,2433,yoga,yoga
52,F,64.7,57,9223,2927,pilates,pilates
55,F,94.7,72,8116,3180,pilates,pilates
51,F,82.6,75,7616,3085,hiit,strength
55,F,61.3,69,7970,2526,strength,strength
47,M,69.2,55,2000,2236,yoga,yoga
48,F,84.6,72,7271,2778,yoga,yoga
58,M,64.7,80,7730,2780,pilates,pilates
51,M,56.7,62,13562,2845,cardio,cardio
57,F,67.9,72,10674,3131,hiit,hiit
69,M,79.1,72,5788,3259,yoga,yoga
39,M,63.4,60,10898,3131,hiit,hiit
40,M,84.6,72,14924,3437,cardio,cardio
