age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
34,F,62.3,67,8983,2745,strength,strength
41,F,68.2,69,9992,2501,cardio,cardio
35,F,67.0,50,9803,3117,hiit,hiit
55,M,82.9,59,8901,2800,cardio,cycling
37,M,65.2,62,9810,2508,hiit,hiit
49,F,58.2,59,6534,3069,cycling,cycling
61,M,71.9,62,13372,3363,hiit,hiit
58,M,64.9,72,7713,2582,yoga,pilates
54,F,60.3,80,5123,2401,pilates,yoga
39,F,58.0,63,10951,3229,hiit,hiit
54,M,82.5,58,12615,3178,cardio,cardio
60,M,62.5,69,5033,2851,pilates,pilates
70,M,79.5,76,8978,2797,pilates,pilates
51,M,76.8,74,9532,3244,cycling,cycling
55,F,68.6,59,3695,2681,yoga,yoga
69,M,68.9,73,6302,2588,pilates,pilates
47,F,75.9,51,6296,2990,cycling,cycling
61,M,79.0,66,9633,3249,cardio,hiit
60,F,64.0,65,5800,2376,strength,strength
62,F,60.7,64,5436,2476,pilates,pilates
61,F,71.8,64,7738,3109,hiit,hiit
63,M,48.7,56,8724,2395,cycling,cycling
44,F,59.5,62,8633,3229,hiit,hiit
55,M,86.6,62,6719,2891,hiit,strength
70,M,85.9,77,9168,2701,yoga,yoga
52,F,67.8,65,9815,3026,hiit,hiit
61,F,51.0,76,7668,2712,pilates,pilates
55,M,77.5,66,11325,3075,cardio,cardio
50,M,64.4,60,7607,2628,pilates,pilates
40,M,71.0,66,11083,3188,hiit,hiit
45,M,60.7,63,9827,3074,hiit,hiit
60,F,58.8,72,5213,2512,pilates,pilates
63,F,56.0,73,5699,2684,yoga,pilates
58,F,77.8,65,13105,3271,cycling,cardio
59,F,62.1,69,5915,3006,yoga,pilates
49,M,63.4,66,9401,2892,hiit,hiit
33,F,67.5,62,9538,3193,hiit,hiit
70,F,56.2,63,6237,2359,pilates,pilates
48,M,58.8,65,6891,2994,hiit,hiit
55,M,82.8,62,7846,3366,hiit,hiit
37,F,79.5,55,10144,3409,hiit,hiit
62,F,62.9,62,11189,3102,cardio,cardio
51,M,89.5,61,13494,3327,cardio,cardio
55,F,49.3,64,8534,2854,hiit,hiit
60,F,65.0,77,8809,2628,pilates,pilates
70,F,60.0,64,8992,2743,pilates,pilates
67,F,65.5,66,8305,3116,cycling,cycling
40,F,61.4,51,9367,3054,cycling,cycling
61,F,49.1,82,5237,2452,pilates,pilates
53,F,56.7,61,11394,2904,cardio,cycling
56,F,86.4,60,7306,3212,hiit,hiit
51,F,45.9,50,12744,2960,hiit,hiit
70,M,71.3,70,5838,2432,yoga,yoga
57,F,45.0,69,4429,2429,pilates,pilates
51,M,83.0,59,8447,2940,cycling,cycling
53,F,59.6,73,6103,2404,pilates,pilates
41,F,68.5,67,7812,2980,cycling,cycling
69,M,79.7,73,4561,3328,yoga,yoga
60,M,90.6,64,3817,2806,pilates,yoga
57,F,65.4,62,2784,2465,pilates,pilates
35,F,56.8,55,13508,2848,hiit,hiit
53,M,80.5,69,14736,3164,cardio,cardio
43,M,77.3,72,10697,3278,hiit,hiit
40,M,56.2,67,10133,2900,cycling,cycling
64,M,66.8,67,11453,3262,hiit,cardio
61,M,71.4,64,9667,2831,pilates,pilates
48,F,64.2,59,11059,2955,hiit,hiit
54,M,67.9,70,11048,2998,hiit,hiit
45,F,47.4,60,14156,2742,cardio,cardio
67,M,53.5,64,2000,2459,pilates,pilates
31,F,45.0,55,10212,2593,hiit,hiit
67,M,60.0,59,10730,2994,hiit,hiit
45,F,68.9,67,6979,2714,hiit,hiit
51,F,61.3,77,8557,2575,pilates,pilates
70,M,87.8,73,7472,2822,pilates,pilates
61,F,66.3,65,11488,3310,hiit,hiit
46,F,71.7,59,7335,2988,cycling,cycling
70,M,69.3,68,5206,2541,yoga,pilates
51,F,51.0,60,9612,2932,hiit,hiit
52,M,73.2,55,13034,3254,hiit,hiit
43,M,61.6,56,8798,2913,hiit,hiit
53,M,95.8,58,4632,2748,pilates,pilates
62,F,71.2,67,11265,3121,cardio,cardio
48,M,79.9,58,8736,2984,cycling,cycling
60,M,82.1,59,7418,2752,cycling,cycling
51,F,48.7,68,6020,2794,cycling,cycling
38,F,53.5,61,10793,2881,strength,hiit
54,M,62.9,64,6131,2607,cycling,cycling
41,M,74.1,69,12684,3141,hiit,hiit
49,M,46.3,58,9027,2967,hiit,hiit
39,F,67.0,54,5387,2914,hiit,hiit
57,F,55.4,66,9190,2444,pilates,pilates
61,F,94.5,63,12031,3500,hiit,hiit
55,F,69.3,64,4801,3213,hiit,hiit
34,M,48.0,59,11986,2988,cardio,cardio
56,M,76.5,57,8293,2866,hiit,hiit
45,F,45.3,56,12362,2687,cardio,cardio
53,F,46.6,63,6703,2677,cycling,cycling
65,M,76.5,74,6421,2351,pilates,pilates
46,M,52.4,59,10436,3029,hiit,hiit
53,F,53.2,84,5917,2195,pilates,yoga
53,M,85.7,63,3839,2983,cycling,cycling
54,M,75.6,68,7597,3203,hiit,hiit
46,F,78.8,65,7783,3173,hiit,hiit
49,M,73.5,64,10151,3261,cardio,cardio
48,M,66.8,59,11222,3149,cardio,cardio
40,M,78.2,59,10425,3248,hiit,cardio
40,M,45.7,58,11610,2930,hiit,hiit
43,M,62.2,68,7164,2904,hiit,hiit
50,M,98.8,58,6162,2519,cycling,cycling
48,F,56.2,70,6724,2667,cycling,cycling
65,F,64.8,80,6033,2263,yoga,pilates
54,F,64.3,63,8354,3351,hiit,hiit
57,F,71.5,66,2000,2765,pilates,pilates
65,F,82.6,68,9495,2919,yoga,yoga
51,M,85.4,62,10014,3111,strength,hiit
63,M,70.5,66,7588,3108,pilates,yoga
45,M,71.5,58,8087,3139,hiit,hiit
69,M,99.5,69,6821,2822,yoga,yoga
70,F,78.5,82,6318,2381,yoga,yoga
45,F,52.5,61,9747,2741,hiit,hiit
61,F,51.5,58,6172,2559,pilates,pilates
68,F,79.0,63,7540,3224,cycling,cycling
39,M,63.9,58,13772,2993,hiit,hiit
70,M,74.1,72,7584,2553,pilates,pilates
42,M,63.9,66,11506,2713,cardio,cardio
57,M,69.1,59,8123,2775,cycling,cycling
38,M,66.7,72,4584,2821,cycling,cycling
54,F,57.7,64,9637,3022,yoga,yoga
58,F,45.0,72,6254,2808,pilates,pilates
62,F,57.5,57,11547,3133,cardio,cardio
62,M,64.7,69,9236,2740,yoga,yoga
42,M,69.8,55,9780,3083,hiit,hiit
65,F,54.6,70,5022,2635,yoga,pilates
60,M,82.4,60,4780,3077,strength,strength
30,M,61.8,57,7573,3116,hiit,hiit
52,F,73.7,60,8825,3115,cardio,cardio
62,F,45.0,79,3608,2645,pilates,pilates
58,F,50.5,62,9317,2996,cycling,cycling
68,M,68.0,68,7137,2765,pilates,pilates
54,F,49.3,74,6936,2744,hiit,strength
70,F,67.5,72,14283,3101,cardio,cardio
66,F,82.3,66,5264,2356,pilates,pilates
61,M,82.0,78,9253,2525,pilates,pilates
39,F,68.1,64,4484,3102,cycling,cycling
52,F,57.3,75,7412,2714,pilates,pilates
69,F,54.1,69,3331,2586,pilates,pilates
54,M,79.5,67,8697,3058,cycling,cycling
47,M,99.6,62,11944,3352,hiit,hiit
54,M,76.1,66,9289,3058,strength,strength
57,F,60.3,69,4518,2711,hiit,strength
50,M,85.5,58,4577,2954,cycling,cycling
56,M,69.4,59,8417,2533,pilates,pilates
51,M,88.6,64,10213,3169,pilates,pilates
64,F,76.0,76,7781,2971,pilates,pilates
49,M,71.0,65,5110,3086,cycling,cycling
