age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
27,F,71.3,51,6754,3113,cycling,cycling
18,F,45.0,50,8381,2853,hiit,hiit
22,M,69.2,65,10117,3086,cardio,hiit
24,F,45.0,52,12289,2896,hiit,hiit
21,M,80.4,64,13109,3126,hiit,hiit
24,M,73.5,66,8728,3188,hiit,hiit
26,M,68.4,50,8165,2745,hiit,hiit
23,F,69.8,64,5754,2929,pilates,pilates
18,F,70.3,50,11289,3331,cardio,cardio
30,M,77.6,54,12016,3268,cardio,cardio
29,F,66.5,70,3352,2280,pilates,pilates
34,M,62.3,52,11315,2801,hiit,hiit
18,F,76.3,61,8395,2915,hiit,hiit
18,M,60.7,60,9658,2624,hiit,hiit
27,M,61.7,54,6831,2964,hiit,hiit
24,M,67.7,50,11085,3017,hiit,hiit
24,F,56.1,50,11999,3229,cardio,hiit
21,M,82.2,59,8930,3081,hiit,hiit
36,F,97.6,55,8293,3500,hiit,hiit
33,M,62.8,71,5198,2231,yoga,yoga
18,F,87.1,58,8104,3074,hiit,hiit
24,M,62.1,59,8199,2656,cycling,cycling
21,M,80.0,50,7742,2987,hiit,hiit
25,F,70.2,55,9260,3493,cardio,hiit
19,F,48.7,73,11623,3097,hiit,hiit
24,F,59.1,50,6544,2774,hiit,hiit
22,M,54.1,51,9980,2926,cardio,cardio
30,F,55.6,57,8915,2824,hiit,hiit
40,M,55.5,53,7107,2818,strength,strength
23,M,83.6,61,8603,3145,hiit,hiit
18,F,56.7,53,8729,3006,hiit,hiit
19,F,55.9,50,14037,3162,cycling,cardio
25,M,62.8,56,11531,3094,hiit,hiit
18,M,63.6,50,10442,3035,hiit,hiit
18,M,50.1,50,6799,2653,hiit,hiit
18,M,62.1,58,13733,3161,hiit,hiit
44,M,85.9,54,7379,3284,pilates,pilates
30,F,59.4,57,8774,2843,hiit,hiit
25,M,62.4,70,10855,3389,strength,strength
30,F,45.0,51,13187,2453,cycling,cardio
46,F,45.0,62,6276,2382,yoga,yoga
45,F,64.2,66,5084,2959,pilates,pilates
24,F,73.5,50,9329,3312,hiit,hiit
18,F,61.9,57,12139,2695,hiit,hiit
31,M,45.4,73,7430,2463,strength,strength
39,F,75.6,55,10087,2565,cycling,cycling
38,M,59.7,52,7367,3018,hiit,hiit
18,M,63.2,50,11885,3445,hiit,hiit
31,F,50.4,65,11424,3012,cardio,cardio
27,M,72.8,65,6775,2863,hiit,hiit
18,M,64.0,57,12494,3298,hiit,hiit
21,F,47.3,52,11855,2931,cardio,cardio
30,F,77.8,68,8206,2767,yoga,pilates
34,F,60.5,71,5266,2350,yoga,pilates
18,F,68.3,60,7126,2767,cycling,cycling
38,M,80.9,76,6866,3006,strength,strength
25,M,79.3,71,7772,3068,strength,strength
22,F,53.9,70,7426,3049,pilates,pilates
30,M,81.1,50,6325,2971,strength,hiit
26,M,83.2,61,8873,3279,strength,strength
56,M,92.8,67,5909,2957,pilates,pilates
39,M,73.5,62,4710,2567,strength,strength
40,F,76.6,75,8146,2716,hiit,strength
24,M,70.8,51,9749,2976,strength,hiit
32,M,54.5,72,7235,2179,pilates,pilates
42,M,71.3,61,6523,2849,pilates,pilates
18,M,83.3,60,9587,2900,strength,hiit
29,F,69.1,60,7071,2620,pilates,pilates
21,M,72.4,57,7670,3198,cardio,cycling
29,M,77.0,66,6455,3017,hiit,strength
18,F,66.8,53,12169,3182,hiit,hiit
26,M,65.1,51,11430,2780,cardio,cardio
35,F,65.6,56,10532,2850,cardio,cardio
23,M,82.4,50,3839,2556,hiit,hiit
18,F,59.9,68,12616,2646,cardio,cardio
22,F,56.0,64,11581,3053,cardio,cardio
18,M,53.2,51,14373,2804,hiit,hiit
34,M,63.1,68,5215,2778,strength,strength
28,F,61.4,70,8344,2714,yoga,yoga
30,F,56.3,54,9144,2590,strength,strength
27,F,51.4,80,10154,2891,strength,strength
27,F,47.3,59,14018,2472,cardio,cardio
21,F,57.8,51,11924,3034,cardio,cardio
26,M,70.7,63,6386,2977,pilates,pilates
21,F,66.0,72,12246,3191,cardio,cardio
40,F,74.8,62,4693,2786,strength,strength
18,F,45.0,66,12036,2868,cardio,cardio
25,M,75.3,71,8365,2825,strength,strength
34,M,69.2,63,5353,2810,yoga,yoga
42,F,72.6,68,6224,3045,pilates,pilates
41,F,45.0,69,8582,2624,yoga,pilates
25,F,60.1,57,10453,3285,hiit,hiit
19,F,65.9,50,5980,2511,strength,strength
26,F,63.1,69,6976,2878,pilates,pilates
19,M,61.3,54,7980,3112,hiit,hiit
18,M,92.6,50,9756,3367,hiit,hiit
34,F,61.6,57,10008,2981,cardio,cardio
45,M,65.3,67,7689,2452,yoga,yoga
35,M,66.5,68,9197,2992,cycling,cardio
18,F,45.8,61,7188,2030,strength,strength
19,M,59.0,51,7799,2947,hiit,hiit
