age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
18,F,45.0,50,8130,2814,cycling,cycling
18,M,78.4,61,8108,3220,strength,strength
18,F,54.2,58,9063,3025,cycling,cycling
29,F,58.9,55,5607,2673,cardio,cycling
18,F,71.3,61,5074,2618,pilates,pilates
18,M,85.4,67,6128,2885,pilates,pilates
18,M,60.1,63,9848,2985,cycling,cycling
18,F,55.6,54,7486,2810,cardio,cycling
18,F,53.4,68,6310,2643,cycling,cycling
18,F,60.7,55,5506,2852,cycling,cycling
18,M,72.3,58,7841,2795,strength,strength
18,F,63.6,58,9693,3146,cycling,cycling
18,F,45.3,56,8278,2882,cycling,cycling
30,M,52.9,53,5210,2521,pilates,pilates
27,M,93.4,50,8172,3119,yoga,pilates
19,F,61.6,63,9233,2954,cycling,cycling
18,F,57.7,68,6618,2759,cycling,cycling
19,M,88.7,61,5834,3055,strength,strength
18,M,64.3,58,13533,3034,hiit,cardio
20,F,45.0,55,13992,3234,cardio,cardio
20,M,66.2,60,9091,2929,cycling,cycling
28,M,94.2,52,5732,3133,cycling,cycling
18,F,58.6,61,9150,3095,strength,strength
19,F,54.1,52,5053,2740,cycling,cycling
18,M,64.7,53,10296,2793,hiit,hiit
18,F,53.3,56,14468,2949,hiit,cardio
23,F,58.4,62,3859,2681,strength,strength
22,M,50.9,54,9122,2917,cycling,cycling
18,F,45.5,59,8409,2834,cycling,cycling
25,M,68.6,68,8411,2938,cycling,cycling
18,F,63.6,55,7892,2541,cardio,cycling
18,M,92.2,51,6476,2721,cardio,cycling
18,M,45.0,54,4939,2502,cycling,cycling
18,F,45.0,63,4604,2375,cycling,cycling
18,F,50.7,55,8193,2615,cycling,cycling
18,F,45.0,63,14063,2913,cycling,cardio
38,M,87.2,55,2000,2570,yoga,yoga
18,F,62.9,55,10971,3054,cardio,cardio
18,M,66.8,63,7897,2897,cycling,cycling
18,M,73.7,50,9118,3061,hiit,hiit
22,M,45.0,67,8129,2501,yoga,yoga
18,F,46.6,54,6339,2503,cycling,cycling
18,F,60.6,68,3726,2370,pilates,pilates
18,F,55.0,52,7326,2396,cycling,cycling
18,M,70.4,55,7036,2486,cycling,cycling
18,M,88.1,50,5456,2943,cycling,cycling
23,F,49.4,51,5993,2572,yoga,pilates
18,F,54.8,61,7903,3283,cardio,cycling
18,M,71.8,55,9409,3305,hiit,hiit
18,F,80.6,50,7415,2932,cycling,cycling
19,F,45.0,61,13514,2903,cardio,cardio
24,M,90.8,53,6271,3289,cycling,cycling
18,M,69.5,54,12533,2951,cardio,cardio
18,M,71.3,57,9958,3089,cycling,cycling
18,F,52.4,60,8144,2472,cycling,cycling
25,F,80.8,57,7595,2946,cardio,cycling
18,M,52.5,50,5960,2515,cycling,cycling
18,M,58.7,58,7196,3379,cycling,cycling
18,M,45.0,58,7416,2824,cycling,cycling
24,M,60.2,58,3646,2405,pilates,pilates
18,F,59.1,68,13357,3394,hiit,hiit
