age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
59,F,45.0,63,8858,2474,strength,strength
64,F,56.8,79,3577,2127,yoga,yoga
68,F,65.4,52,10349,2552,strength,strength
69,F,70.1,74,7795,2628,pilates,pilates
69,F,77.6,55,4813,2363,strength,strength
69,M,65.6,65,11361,2826,hiit,hiit
70,M,84.5,73,7905,3069,pilates,pilates
52,F,48.9,52,8778,3144,hiit,hiit
56,F,57.1,67,6906,2800,hiit,hiit
70,M,93.1,66,8440,3128,cycling,cycling
57,F,57.3,67,7481,2816,cycling,cycling
70,M,52.1,63,8222,2907,strength,strength
70,F,57.7,64,6648,3027,strength,strength
53,F,73.2,72,6989,2815,cycling,cycling
60,M,64.8,64,11276,3152,hiit,hiit
55,M,67.0,79,6133,3050,yoga,yoga
70,F,66.8,72,6100,2770,strength,strength
70,F,65.8,63,6007,2632,pilates,yoga
59,M,70.4,69,12276,3255,hiit,hiit
66,F,64.1,50,10339,3405,hiit,hiit
55,F,80.1,68,9239,3054,hiit,hiit
65,F,81.0,76,7563,2997,strength,strength
70,M,85.7,68,6813,2919,hiit,strength
54,M,91.3,57,8546,2798,hiit,hiit
70,M,84.8,68,14561,3109,cardio,cardio
70,F,50.0,68,9369,2728,cardio,cardio
47,F,45.0,64,7820,2601,hiit,hiit
60,F,87.3,66,8911,3357,cycling,cycling
70,M,75.4,72,5015,2528,yoga,yoga
70,F,63.3,85,2113,2883,strength,strength
70,F,70.4,70,6710,2780,pilates,pilates
64,F,61.3,77,8434,2914,cycling,cycling
70,M,76.5,63,4678,3209,cycling,cycling
70,M,83.4,76,6941,3131,cycling,cycling
66,F,51.9,67,6594,2685,cycling,cycling
70,M,65.4,66,10851,3175,hiit,hiit
60,M,66.3,60,7912,2876,cycling,cycling
70,F,78.3,57,13093,3258,cardio,cardio
70,M,78.5,77,9332,2903,cardio,cardio
67,F,73.9,78,2727,2371,pilates,pilates
66,F,68.2,62,9849,3312,cardio,cycling
70,M,79.1,65,10385,3254,hiit,strength
69,F,67.0,59,14083,3275,cardio,cardio
55,M,71.4,64,11058,3287,cardio,cardio
55,M,95.3,64,7735,3155,cycling,cycling
66,F,82.5,77,5149,2753,pilates,pilates
62,M,86.0,74,9479,3349,cycling,cycling
70,F,67.8,80,8750,3108,yoga,yoga
66,F,62.4,65,7703,2859,strength,strength
41,M,68.9,62,7219,2762,cycling,cycling
68,M,75.2,75,7887,2763,strength,strength
56,F,73.1,67,8698,2950,hiit,hiit
57,F,61.1,85,12391,2815,cardio,cardio
50,F,59.5,63,13212,3135,hiit,hiit
58,F,72.5,72,10976,3206,cycling,cycling
55,F,56.5,58,9835,2808,cycling,cycling
59,F,66.6,61,7674,2714,cycling,cycling
42,F,71.8,66,10281,3324,hiit,hiit
56,F,76.2,67,4161,3041,hiit,hiit
70,F,66.8,74,3899,2489,yoga,yoga
44,M,52.7,66,11654,3204,hiit,hiit
61,M,93.3,62,8166,2815,strength,strength
70,M,84.6,59,7663,2999,cycling,cycling
67,M,71.8,64,11073,3088,cycling,cardio
70,F,60.8,75,9504,3052,strength,strength
62,M,72.1,67,6153,2714,strength,strength
69,F,82.7,75,4451,2960,strength,strength
65,M,47.3,76,3450,2333,pilates,yoga
45,F,68.6,54,10678,2931,hiit,hiit
53,M,69.9,55,12117,3500,hiit,hiit
70,M,88.5,70,5186,2820,yoga,pilates
70,F,81.4,63,11974,3084,cardio,cardio
68,M,73.9,70,6743,3314,hiit,hiit
70,M,97.5,66,3875,3225,hiit,strength
64,F,45.0,60,13431,2945,hiit,hiit
70,F,59.6,62,10106,3436,hiit,hiit
