age,gender,weight,resting_heart_rate,avg_steps_per_day,calories_burned,workout_history,workout_type
37,F,45.0,61,9361,2996,hiit,hiit
59,M,74.9,79,6460,2719,yoga,pilates
44,M,84.0,73,8861,2723,strength,strength
53,M,69.0,59,8490,3051,cycling,cycling
38,M,54.7,60,4412,2507,yoga,yoga
52,F,66.0,65,6220,2371,yoga,yoga
39,M,59.4,57,9317,2899,cycling,cycling
55,F,63.0,75,6163,2703,pilates,pilates
35,F,52.0,70,5877,2603,cycling,cycling
47,M,80.4,64,6820,2979,cycling,cycling
44,M,72.7,52,6515,2662,cycling,cycling
29,F,54.1,60,11287,2856,hiit,hiit
53,F,53.1,82,4980,2477,yoga,yoga
29,M,83.2,61,6790,2890,cycling,cycling
33,M,59.4,65,12261,2693,cardio,cardio
49,F,70.8,66,9237,3304,strength,strength
34,M,58.2,62,2000,2449,yoga,yoga
61,F,70.4,64,7130,2695,pilates,pilates
37,F,82.6,63,6268,2867,cycling,cycling
51,M,88.8,62,8035,3075,cycling,cycling
37,M,63.6,50,7597,2676,hiit,hiit
50,F,71.2,72,3383,2894,yoga,pilates
29,F,45.2,58,8661,2807,cycling,cycling
43,M,67.8,59,6760,3067,cycling,cycling
36,F,53.2,63,7709,2487,cardio,cycling
41,F,72.2,77,5022,2931,pilates,pilates
45,M,60.4,59,10081,2849,cardio,cycling
40,F,53.7,60,9614,2877,hiit,hiit
49,M,48.4,63,7671,3181,cycling,cycling
39,F,84.5,58,9341,3121,cycling,cardio
28,M,85.4,60,8371,2868,pilates,pilates
39,F,64.5,63,5447,2857,yoga,yoga
26,F,45.0,63,12924,3135,hiit,hiit
55,F,61.6,73,4970,2426,yoga,yoga
42,M,86.7,60,6635,3172,cycling,cycling
46,M,69.0,67,9096,2607,yoga,yoga
33,F,45.0,67,13241,3313,cardio,cardio
48,M,72.2,59,10207,3160,cycling,cycling
40,M,61.3,64,6998,2635,strength,strength
60,F,71.7,65,3402,2770,strength,strength
49,F,59.9,70,2819,2221,pilates,yoga
49,M,70.3,55,8682,3091,hiit,hiit
44,M,60.8,66,9942,3018,yoga,yoga
38,M,74.3,52,11026,3377,hiit,hiit
39,F,82.2,53,10934,3500,cycling,cycling
50,M,80.2,79,9686,3119,cycling,cycling
40,F,47.5,59,2000,2356,yoga,yoga
45,F,64.3,61,8786,2944,cycling,cycling
45,M,89.5,68,6270,2913,hiit,strength
45,M,86.5,56,8298,3287,hiit,hiit
39,F,76.3,58,8983,3123,cycling,cycling
33,M,87.5,65,4499,2668,cardio,cycling
46,F,53.9,69,9541,2417,cycling,cycling
51,M,75.1,67,6330,2640,yoga,yoga
39,F,63.9,62,4170,2702,yoga,yoga
54,F,77.4,74,5796,2738,strength,strength
38,M,84.5,68,7952,3166,pilates,pilates
32,F,52.4,63,4990,2805,cycling,cycling
32,M,79.6,65,9216,3202,cycling,cycling
45,F,76.0,72,5036,3099,cycling,cycling
51,M,95.8,65,6463,2934,strength,strength
69,M,115.8,67,2000,2996,yoga,yoga
59,F,63.0,72,2824,2223,yoga,yoga
48,M,79.3,65,8505,3034,strength,strength
34,F,56.3,53,12503,2933,hiit,hiit
29,M,72.3,55,7052,3240,cycling,cycling
45,M,67.1,63,7886,2896,strength,strength
45,F,52.9,56,10603,2851,cycling,cardio
40,M,64.8,60,7947,2941,hiit,hiit
49,M,66.9,67,2513,2370,pilates,pilates
49,F,76.0,71,8046,2435,pilates,yoga
33,F,45.9,50,6916,2845,cardio,cardio
33,M,68.9,61,9809,3023,cycling,cycling
45,F,64.7,59,7163,2671,yoga,yoga
33,F,71.9,76,9403,3036,pilates,pilates
38,M,73.6,61,13478,2896,cardio,cardio
42,M,54.9,61,3489,2262,strength,strength
55,M,83.1,61,8114,3344,cycling,cycling
43,F,57.2,63,4805,2552,yoga,yoga
47,M,49.8,68,9995,2601,yoga,pilates
49,M,89.0,81,4944,2939,yoga,yoga
29,F,63.0,63,11234,2670,hiit,cardio
34,F,46.7,54,8832,3058,cycling,cycling
35,M,55.3,56,9455,2521,hiit,strength
